om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,edat,etime
2504271719-01,2025,04,27,2025-04-27,17:19:00,3,NE,31,0,1.75,0,0,0,0,42.0100,-102.2200,42.0100,-102.2200,0,0,0,0,0,161,0,0,0,2025-04-27,17:19:00
2504271722-01,2025,04,27,2025-04-27,17:22:00,3,NE,31,0,1.00,0,0,0,0,41.9400,-101.7600,41.9400,-101.7600,0,0,0,0,0,75,0,0,0,2025-04-27,17:22:00
2504271730-01,2025,04,27,2025-04-27,17:30:00,3,TX,48,0,1.00,0,0,0,0,33.4764,-101.8654,33.4764,-101.8654,0,0,0,0,0,303,0,0,0,2025-04-27,17:30:00
2504271752-01,2025,04,27,2025-04-27,17:52:00,3,AL,01,0,1.00,0,0,0,0,31.1200,-85.4300,31.1200,-85.4300,0,0,0,0,0,69,0,0,0,2025-04-27,17:52:00
2504271754-01,2025,04,27,2025-04-27,17:54:00,3,TX,48,0,1.50,0,0,0,0,33.4759,-101.8557,33.6700,-101.6800,0,0,0,0,0,303,0,0,0,2025-04-27,18:15:00
2504271806-01,2025,04,27,2025-04-27,18:06:00,3,NE,31,0,1.75,0,0,0,0,42.7700,-102.4800,42.7700,-102.4800,0,0,0,0,0,161,0,0,0,2025-04-27,18:06:00
2504271807-01,2025,04,27,2025-04-27,18:07:00,3,NE,31,0,3.00,0,0,0,0,42.0200,-102.0400,42.0200,-102.0400,0,0,0,0,0,161,0,0,0,2025-04-27,18:07:00
2504271825-01,2025,04,27,2025-04-27,18:25:00,3,SD,46,0,1.75,0,0,0,0,43.0300,-102.4400,43.0300,-102.4400,0,0,0,0,0,102,0,0,0,2025-04-27,18:25:00
2504271825-02,2025,04,27,2025-04-27,18:25:00,3,TX,48,0,1.00,0,0,0,0,33.8879,-101.2190,33.8879,-101.2190,0,0,0,0,0,153,0,0,0,2025-04-27,18:25:00
2504271838-01,2025,04,27,2025-04-27,18:38:00,3,NE,31,0,1.50,0,0,0,0,41.8700,-101.7700,41.8700,-101.7700,0,0,0,0,0,75,0,0,0,2025-04-27,18:38:00
2504271900-01,2025,04,27,2025-04-27,19:00:00,3,SD,46,0,2.00,0,0,0,0,43.2400,-102.4700,43.2400,-102.4700,0,0,0,0,0,102,0,0,0,2025-04-27,19:00:00
2504271900-02,2025,04,27,2025-04-27,19:00:00,3,SD,46,0,1.00,0,0,0,0,43.1300,-102.6500,43.1300,-102.6500,0,0,0,0,0,102,0,0,0,2025-04-27,19:00:00
2504271903-01,2025,04,27,2025-04-27,19:03:00,3,MT,30,0,1.50,0,0,0,0,45.5300,-105.5300,45.5300,-105.5300,0,0,0,0,0,75,0,0,0,2025-04-27,19:03:00
2504271910-01,2025,04,27,2025-04-27,19:10:00,3,MT,30,0,1.50,0,0,0,0,45.5700,-105.5300,45.5700,-105.5300,0,0,0,0,0,75,0,0,0,2025-04-27,19:15:00
2504271922-01,2025,04,27,2025-04-27,19:22:00,3,MT,30,0,1.75,0,0,0,0,45.6200,-105.5500,45.6200,-105.5500,0,0,0,0,0,75,0,0,0,2025-04-27,19:27:00
2504271926-01,2025,04,27,2025-04-27,19:26:00,3,MT,30,0,2.00,0,0,0,0,45.5800,-105.4000,45.5800,-105.4000,0,0,0,0,0,75,0,0,0,2025-04-27,19:31:00
2504271940-01,2025,04,27,2025-04-27,19:40:00,3,SD,46,0,1.00,0,0,0,0,43.4700,-102.4900,43.4700,-102.4900,0,0,0,0,0,102,0,0,0,2025-04-27,19:40:00
2504271947-01,2025,04,27,2025-04-27,19:47:00,3,SD,46,0,1.50,0,0,0,0,44.1500,-103.6400,44.1500,-103.6400,0,0,0,0,0,81,0,0,0,2025-04-27,19:47:00
2504271947-02,2025,04,27,2025-04-27,19:47:00,3,SD,46,0,1.50,0,0,0,0,44.1200,-103.6100,44.1200,-103.6100,0,0,0,0,0,103,0,0,0,2025-04-27,19:47:00
2504271951-01,2025,04,27,2025-04-27,19:51:00,3,NE,31,0,3.00,0,0,0,0,42.2100,-101.5200,42.2100,-101.5200,0,0,0,0,0,31,0,0,0,2025-04-27,19:51:00
2504272015-01,2025,04,27,2025-04-27,20:15:00,3,SD,46,0,1.75,0,0,0,0,44.0200,-103.6500,44.0200,-103.6500,0,0,0,0,0,103,0,0,0,2025-04-27,20:15:00
2504272025-01,2025,04,27,2025-04-27,20:25:00,3,MT,30,0,1.50,0,0,0,0,45.7000,-104.7700,45.7000,-104.7700,0,0,0,0,0,11,0,0,0,2025-04-27,20:30:00
2504272058-01,2025,04,27,2025-04-27,20:58:00,3,GA,13,0,0.88,0,0,0,0,31.4100,-83.4600,31.4100,-83.4600,0,0,0,0,0,277,0,0,0,2025-04-27,20:58:00
2504272104-01,2025,04,27,2025-04-27,21:04:00,3,NE,31,0,1.00,0,0,0,0,42.4500,-103.0800,42.4500,-103.0800,0,0,0,0,0,45,0,0,0,2025-04-27,21:04:00
2504272155-01,2025,04,27,2025-04-27,21:55:00,3,SD,46,0,1.25,0,0,0,0,44.3800,-100.3000,44.3800,-100.3000,0,0,0,0,0,65,0,0,0,2025-04-27,21:55:00
2504272357-01,2025,04,27,2025-04-27,23:57:00,3,SD,46,0,1.00,0,0,0,0,43.3100,-100.6600,43.3100,-100.6600,0,0,0,0,0,121,0,0,0,2025-04-27,23:57:00
2504280209-01,2025,04,28,2025-04-28,02:09:00,3,SD,46,0,0.88,0,0,0,0,44.4600,-98.1700,44.4600,-98.1700,0,0,0,0,0,5,0,0,0,2025-04-28,02:11:00
2504280630-01,2025,04,28,2025-04-28,06:30:00,3,WI,55,0,0.88,0,0,0,0,44.2000,-88.7700,44.2000,-88.7700,0,0,0,0,0,139,0,0,0,2025-04-28,06:31:00
2504280953-01,2025,04,28,2025-04-28,09:53:00,3,WI,55,0,0.75,0,0,0,0,45.2400,-87.9900,45.2400,-87.9900,0,0,0,0,0,75,0,0,0,2025-04-28,09:54:00
2504281215-01,2025,04,28,2025-04-28,12:15:00,3,MN,27,0,1.00,0,0,0,0,43.6100,-96.3600,43.6100,-96.3600,0,0,0,0,0,133,0,0,0,2025-04-28,12:18:00
2504281223-01,2025,04,28,2025-04-28,12:23:00,3,MN,27,0,2.00,0,0,0,0,43.6200,-96.3200,43.6200,-96.3200,0,0,0,0,0,133,0,0,0,2025-04-28,12:24:00
2504281224-01,2025,04,28,2025-04-28,12:24:00,3,MN,27,0,2.75,0,0,0,0,43.6200,-96.3200,43.6200,-96.3200,0,0,0,0,0,133,0,0,0,2025-04-28,12:25:00
2504281255-01,2025,04,28,2025-04-28,12:55:00,3,MN,27,0,0.88,0,0,0,0,43.7800,-96.0000,43.7800,-96.0000,0,0,0,0,0,105,0,0,0,2025-04-28,12:58:00
2504281333-01,2025,04,28,2025-04-28,13:33:00,3,WI,55,0,0.75,0,0,0,0,44.9900,-89.6300,44.9900,-89.6300,0,0,0,0,0,73,0,0,0,2025-04-28,13:34:00
2504281337-01,2025,04,28,2025-04-28,13:37:00,3,MN,27,0,1.75,0,0,0,0,43.7800,-95.5700,43.7800,-95.5700,0,0,0,0,0,105,0,0,0,2025-04-28,13:39:00
2504281354-01,2025,04,28,2025-04-28,13:54:00,3,MN,27,0,1.00,0,0,0,0,43.8600,-95.3800,43.8600,-95.3800,0,0,0,0,0,33,0,0,0,2025-04-28,13:56:00
2504281406-01,2025,04,28,2025-04-28,14:06:00,3,MN,27,0,1.00,0,0,0,0,43.6600,-95.4300,43.6600,-95.4300,0,0,0,0,0,63,0,0,0,2025-04-28,14:08:00
2504281407-01,2025,04,28,2025-04-28,14:07:00,3,WI,55,0,1.25,0,0,0,0,44.5300,-90.6300,44.5300,-90.6300,0,0,0,0,0,19,0,0,0,2025-04-28,14:07:00
2504281407-02,2025,04,28,2025-04-28,14:07:00,3,WI,55,0,1.00,0,0,0,0,44.5200,-90.6800,44.5200,-90.6800,0,0,0,0,0,19,0,0,0,2025-04-28,14:07:00
2504281416-01,2025,04,28,2025-04-28,14:16:00,3,MN,27,0,1.00,0,0,0,0,43.8700,-95.1200,43.8700,-95.1200,0,0,0,0,0,33,0,0,0,2025-04-28,14:18:00
2504281418-01,2025,04,28,2025-04-28,14:18:00,3,MN,27,0,1.00,0,0,0,0,43.5600,-95.3900,43.5600,-95.3900,0,0,0,0,0,63,0,0,0,2025-04-28,14:20:00
2504281425-01,2025,04,28,2025-04-28,14:25:00,3,MN,27,0,0.88,0,0,0,0,43.9400,-94.9600,43.9400,-94.9600,0,0,0,0,0,33,0,0,0,2025-04-28,14:29:00
2504281436-01,2025,04,28,2025-04-28,14:36:00,3,WI,55,0,1.00,0,0,0,0,45.1900,-89.7100,45.1900,-89.7100,0,0,0,0,0,69,0,0,0,2025-04-28,14:37:00
2504281454-01,2025,04,28,2025-04-28,14:54:00,3,TX,48,0,1.75,0,0,0,0,31.5300,-101.9500,31.5300,-101.9500,0,0,0,0,0,461,0,0,0,2025-04-28,15:06:00
2504281457-01,2025,04,28,2025-04-28,14:57:00,3,MN,27,0,0.75,0,0,0,0,43.5300,-95.1100,43.5300,-95.1100,0,0,0,0,0,63,0,0,0,2025-04-28,14:58:00
2504281458-01,2025,04,28,2025-04-28,14:58:00,3,MN,27,0,0.75,0,0,0,0,43.9800,-94.6300,43.9800,-94.6300,0,0,0,0,0,165,0,0,0,2025-04-28,15:03:00
2504281506-01,2025,04,28,2025-04-28,15:06:00,3,MN,27,0,1.00,0,0,0,0,45.4200,-94.2000,45.4200,-94.2000,0,0,0,0,0,145,0,0,0,2025-04-28,15:08:00
2504281506-02,2025,04,28,2025-04-28,15:06:00,3,IA,19,0,0.88,0,0,0,0,43.3000,-95.2100,43.3000,-95.2100,0,0,0,0,0,59,0,0,0,2025-04-28,15:08:00
2504281510-01,2025,04,28,2025-04-28,15:10:00,3,MN,27,0,0.75,0,0,0,0,43.5700,-94.9400,43.5700,-94.9400,0,0,0,0,0,63,0,0,0,2025-04-28,15:11:00
2504281510-02,2025,04,28,2025-04-28,15:10:00,3,MN,27,0,0.75,0,0,0,0,44.2700,-94.1800,44.2700,-94.1800,0,0,0,0,0,103,0,0,0,2025-04-28,15:16:00
2504281510-03,2025,04,28,2025-04-28,15:10:00,3,MN,27,0,0.75,0,0,0,0,43.5700,-94.9500,43.5700,-94.9500,0,0,0,0,0,63,0,0,0,2025-04-28,15:11:00
2504281513-01,2025,04,28,2025-04-28,15:13:00,3,MN,27,0,1.50,0,0,0,0,45.4500,-94.0900,45.4500,-94.0900,0,0,0,0,0,145,0,0,0,2025-04-28,15:16:00
2504281516-01,2025,04,28,2025-04-28,15:16:00,3,IA,19,0,0.75,0,0,0,0,43.2700,-95.1900,43.2700,-95.1900,0,0,0,0,0,59,0,0,0,2025-04-28,15:19:00
2504281521-01,2025,04,28,2025-04-28,15:21:00,3,MN,27,0,1.50,0,0,0,0,45.5159,-93.9440,45.5159,-93.9440,0,0,0,0,0,141,0,0,0,2025-04-28,15:26:00
2504281524-01,2025,04,28,2025-04-28,15:24:00,3,IA,19,0,1.00,0,0,0,0,43.2400,-95.1600,43.2400,-95.1600,0,0,0,0,0,41,0,0,0,2025-04-28,15:27:00
2504281528-01,2025,04,28,2025-04-28,15:28:00,3,MN,27,0,1.00,0,0,0,0,44.3400,-93.9600,44.3400,-93.9600,0,0,0,0,0,103,0,0,0,2025-04-28,15:30:00
2504281528-02,2025,04,28,2025-04-28,15:28:00,3,IA,19,0,0.75,0,0,0,0,43.2700,-95.1100,43.2700,-95.1100,0,0,0,0,0,59,0,0,0,2025-04-28,15:31:00
2504281532-01,2025,04,28,2025-04-28,15:32:00,3,MN,27,0,1.50,0,0,0,0,45.5676,-93.8626,45.5676,-93.8626,0,0,0,0,0,141,0,0,0,2025-04-28,15:38:00
2504281533-01,2025,04,28,2025-04-28,15:33:00,3,MN,27,0,1.50,0,0,0,0,45.5888,-93.8191,45.5888,-93.8191,0,0,0,0,0,141,0,0,0,2025-04-28,15:37:00
2504281556-01,2025,04,28,2025-04-28,15:56:00,3,KS,20,0,1.50,0,0,0,0,38.9200,-97.3600,38.9200,-97.3600,0,0,0,0,0,41,0,0,0,2025-04-28,15:57:00
2504281614-01,2025,04,28,2025-04-28,16:14:00,3,TX,48,0,1.50,0,0,0,0,31.7300,-101.4600,31.7300,-101.4600,0,0,0,0,0,173,0,0,0,2025-04-28,16:26:00
2504281615-01,2025,04,28,2025-04-28,16:15:00,3,KS,20,0,1.50,0,0,0,0,39.1900,-97.0800,39.1900,-97.0800,0,0,0,0,0,27,0,0,0,2025-04-28,16:16:00
2504281618-01,2025,04,28,2025-04-28,16:18:00,3,KS,20,0,2.00,0,0,0,0,38.8800,-97.4500,38.8800,-97.4500,0,0,0,0,0,169,0,0,0,2025-04-28,16:20:00
2504281620-01,2025,04,28,2025-04-28,16:20:00,3,IA,19,0,1.50,0,0,0,0,43.1300,-95.0200,43.1300,-95.0200,0,0,0,0,0,41,0,0,0,2025-04-28,16:22:00
2504281630-01,2025,04,28,2025-04-28,16:30:00,3,KS,20,0,2.50,0,0,0,0,39.3700,-96.9200,39.3700,-96.9200,0,0,0,0,0,161,0,0,0,2025-04-28,16:31:00
2504281631-01,2025,04,28,2025-04-28,16:31:00,3,IA,19,0,1.00,0,0,0,0,43.2200,-94.9000,43.2200,-94.9000,0,0,0,0,0,147,0,0,0,2025-04-28,16:31:00
2504281635-01,2025,04,28,2025-04-28,16:35:00,3,SD,46,0,1.25,0,0,0,0,42.9900,-98.4300,42.9900,-98.4300,0,0,0,0,0,23,0,0,0,2025-04-28,16:37:00
2504281637-01,2025,04,28,2025-04-28,16:37:00,3,KS,20,0,1.00,0,0,0,0,38.9300,-97.2200,38.9300,-97.2200,0,0,0,0,0,41,0,0,0,2025-04-28,16:38:00
2504281639-01,2025,04,28,2025-04-28,16:39:00,3,KS,20,0,1.50,0,0,0,0,38.9200,-97.2200,38.9200,-97.2200,0,0,0,0,0,41,0,0,0,2025-04-28,16:40:00
2504281644-01,2025,04,28,2025-04-28,16:44:00,3,IA,19,0,1.75,0,0,0,0,43.2700,-94.6600,43.2700,-94.6600,0,0,0,0,0,63,0,0,0,2025-04-28,16:44:00
2504281645-01,2025,04,28,2025-04-28,16:45:00,3,KS,20,0,2.75,0,0,0,0,38.9200,-97.2100,38.9200,-97.2100,0,0,0,0,0,41,0,0,0,2025-04-28,16:46:00
2504281646-01,2025,04,28,2025-04-28,16:46:00,3,MI,26,0,1.50,0,0,0,0,46.0600,-88.6100,46.0600,-88.6100,0,0,0,0,0,71,0,0,0,2025-04-28,16:46:00
2504281648-01,2025,04,28,2025-04-28,16:48:00,3,MI,26,0,1.50,0,0,0,0,46.0600,-88.5200,46.0600,-88.5200,0,0,0,0,0,71,0,0,0,2025-04-28,16:48:00
2504281650-01,2025,04,28,2025-04-28,16:50:00,3,TX,48,0,1.50,0,0,0,0,31.8000,-101.2300,31.8000,-101.2300,0,0,0,0,0,431,0,0,0,2025-04-28,16:50:00
2504281652-01,2025,04,28,2025-04-28,16:52:00,3,MN,27,0,0.88,0,0,0,0,43.7700,-93.9000,43.7700,-93.9000,0,0,0,0,0,43,0,0,0,2025-04-28,16:52:00
2504281653-01,2025,04,28,2025-04-28,16:53:00,3,KS,20,0,1.00,0,0,0,0,39.1000,-96.8800,39.1000,-96.8800,0,0,0,0,0,61,0,0,0,2025-04-28,16:54:00
2504281658-01,2025,04,28,2025-04-28,16:58:00,3,KS,20,0,1.00,0,0,0,0,39.6800,-96.6600,39.6800,-96.6600,0,0,0,0,0,117,0,0,0,2025-04-28,16:59:00
2504281700-01,2025,04,28,2025-04-28,17:00:00,3,NE,31,0,1.00,0,0,0,0,42.2100,-98.7500,42.2100,-98.7500,0,0,0,0,0,89,0,0,0,2025-04-28,17:00:00
2504281701-01,2025,04,28,2025-04-28,17:01:00,3,TX,48,0,1.00,0,0,0,0,34.2150,-99.5070,34.2150,-99.5070,0,0,0,0,0,197,0,0,0,2025-04-28,17:01:00
2504281704-01,2025,04,28,2025-04-28,17:04:00,3,IA,19,0,1.00,0,0,0,0,42.7800,-96.1600,42.7800,-96.1600,0,0,0,0,0,149,0,0,0,2025-04-28,17:10:00
2504281704-02,2025,04,28,2025-04-28,17:04:00,3,IA,19,0,1.25,0,0,0,0,42.7700,-96.1700,42.7700,-96.1700,0,0,0,0,0,149,0,0,0,2025-04-28,17:07:00
2504281706-01,2025,04,28,2025-04-28,17:06:00,3,MN,27,0,1.75,0,0,0,0,43.9802,-93.2554,43.9802,-93.2554,0,0,0,0,0,147,0,0,0,2025-04-28,17:10:00
2504281706-02,2025,04,28,2025-04-28,17:06:00,3,MN,27,0,1.00,0,0,0,0,44.0900,-93.2200,44.0900,-93.2200,0,0,0,0,0,147,0,0,0,2025-04-28,17:13:00
2504281706-03,2025,04,28,2025-04-28,17:06:00,3,MN,27,0,1.25,0,0,0,0,43.6500,-93.8600,43.6500,-93.8600,0,0,0,0,0,43,0,0,0,2025-04-28,17:13:00
2504281707-01,2025,04,28,2025-04-28,17:07:00,3,TX,48,0,1.75,0,0,0,0,34.2170,-99.5010,34.2170,-99.5010,0,0,0,0,0,197,0,0,0,2025-04-28,17:07:00
2504281708-01,2025,04,28,2025-04-28,17:08:00,3,TX,48,0,1.75,0,0,0,0,34.2600,-99.5100,34.2600,-99.5100,0,0,0,0,0,197,0,0,0,2025-04-28,17:08:00
2504281711-01,2025,04,28,2025-04-28,17:11:00,3,KS,20,0,1.50,0,0,0,0,39.1300,-96.6800,39.1300,-96.6800,0,0,0,0,0,161,0,0,0,2025-04-28,17:12:00
2504281711-02,2025,04,28,2025-04-28,17:11:00,3,IA,19,0,1.00,0,0,0,0,42.8300,-96.1000,42.8300,-96.1000,0,0,0,0,0,149,0,0,0,2025-04-28,17:14:00
2504281712-01,2025,04,28,2025-04-28,17:12:00,3,KS,20,0,1.00,0,0,0,0,39.1000,-96.8700,39.1000,-96.8700,0,0,0,0,0,61,0,0,0,2025-04-28,17:13:00
2504281714-01,2025,04,28,2025-04-28,17:14:00,3,SD,46,0,1.25,0,0,0,0,43.1000,-97.8100,43.1000,-97.8100,0,0,0,0,0,9,0,0,0,2025-04-28,17:16:00
2504281715-01,2025,04,28,2025-04-28,17:15:00,3,KS,20,0,1.00,0,0,0,0,39.1600,-96.8300,39.1600,-96.8300,0,0,0,0,0,161,0,0,0,2025-04-28,17:16:00
2504281725-01,2025,04,28,2025-04-28,17:25:00,3,IA,19,0,1.00,0,0,0,0,43.3900,-94.3100,43.3900,-94.3100,0,0,0,0,0,109,0,0,0,2025-04-28,17:25:00
2504281725-02,2025,04,28,2025-04-28,17:25:00,3,KS,20,0,1.00,0,0,0,0,39.1900,-96.4200,39.1900,-96.4200,0,0,0,0,0,149,0,0,0,2025-04-28,17:26:00
2504281727-01,2025,04,28,2025-04-28,17:27:00,3,TX,48,0,1.00,0,0,0,0,31.8400,-101.0000,31.8400,-101.0000,0,0,0,0,0,431,0,0,0,2025-04-28,17:27:00
2504281730-01,2025,04,28,2025-04-28,17:30:00,3,SD,46,0,1.75,0,0,0,0,43.1500,-96.7800,43.1500,-96.7800,0,0,0,0,0,83,0,0,0,2025-04-28,17:32:00
2504281733-01,2025,04,28,2025-04-28,17:33:00,3,SD,46,0,1.00,0,0,0,0,43.3000,-96.7300,43.3000,-96.7300,0,0,0,0,0,83,0,0,0,2025-04-28,17:34:00
2504281734-01,2025,04,28,2025-04-28,17:34:00,3,NE,31,0,1.00,0,0,0,0,42.6634,-97.8700,42.6634,-97.8700,0,0,0,0,0,107,0,0,0,2025-04-28,17:34:00
2504281735-01,2025,04,28,2025-04-28,17:35:00,3,OK,40,0,1.00,0,0,0,0,34.6695,-99.3236,34.6695,-99.3236,0,0,0,0,0,65,0,0,0,2025-04-28,17:35:00
2504281738-01,2025,04,28,2025-04-28,17:38:00,3,MN,27,0,1.00,0,0,0,0,44.2700,-92.5500,44.2700,-92.5500,0,0,0,0,0,157,0,0,0,2025-04-28,17:38:00
2504281742-01,2025,04,28,2025-04-28,17:42:00,3,OK,40,0,1.00,0,0,0,0,34.7150,-99.3394,34.7150,-99.3394,0,0,0,0,0,65,0,0,0,2025-04-28,17:42:00
2504281745-01,2025,04,28,2025-04-28,17:45:00,3,MN,27,0,1.25,0,0,0,0,43.6200,-93.6000,43.6200,-93.6000,0,0,0,0,0,47,0,0,0,2025-04-28,17:48:00
2504281747-01,2025,04,28,2025-04-28,17:47:00,3,OK,40,0,2.00,0,0,0,0,34.7501,-99.3330,34.7501,-99.3330,0,0,0,0,0,65,0,0,0,2025-04-28,17:47:00
2504281747-02,2025,04,28,2025-04-28,17:47:00,3,IA,19,0,1.00,0,0,0,0,43.2900,-96.5100,43.2900,-96.5100,0,0,0,0,0,119,0,0,0,2025-04-28,17:49:00
2504281748-01,2025,04,28,2025-04-28,17:48:00,3,OK,40,0,1.00,0,0,0,0,34.7584,-99.3352,34.7584,-99.3352,0,0,0,0,0,65,0,0,0,2025-04-28,17:48:00
2504281748-02,2025,04,28,2025-04-28,17:48:00,3,IA,19,0,1.00,0,0,0,0,43.3900,-93.9900,43.3900,-93.9900,0,0,0,0,0,109,0,0,0,2025-04-28,17:48:00
2504281748-03,2025,04,28,2025-04-28,17:48:00,3,SD,46,0,1.00,0,0,0,0,43.2200,-96.4900,43.2200,-96.4900,0,0,0,0,0,83,0,0,0,2025-04-28,17:49:00
2504281751-01,2025,04,28,2025-04-28,17:51:00,3,OK,40,0,2.00,0,0,0,0,34.7821,-99.3354,34.7821,-99.3354,0,0,0,0,0,65,0,0,0,2025-04-28,17:51:00
2504281752-01,2025,04,28,2025-04-28,17:52:00,3,MN,27,0,1.00,0,0,0,0,44.0300,-92.7500,44.0300,-92.7500,0,0,0,0,0,39,0,0,0,2025-04-28,17:52:00
2504281754-01,2025,04,28,2025-04-28,17:54:00,3,IA,19,0,1.25,0,0,0,0,43.4400,-93.8500,43.4400,-93.8500,0,0,0,0,0,189,0,0,0,2025-04-28,17:54:00
2504281755-01,2025,04,28,2025-04-28,17:55:00,3,KS,20,0,1.00,0,0,0,0,39.1900,-96.4200,39.1900,-96.4200,0,0,0,0,0,149,0,0,0,2025-04-28,17:56:00
2504281756-01,2025,04,28,2025-04-28,17:56:00,3,OK,40,0,1.00,0,0,0,0,34.8260,-99.3520,34.8260,-99.3520,0,0,0,0,0,55,0,0,0,2025-04-28,17:56:00
2504281756-02,2025,04,28,2025-04-28,17:56:00,3,WI,55,0,1.00,0,0,0,0,44.9600,-89.4400,44.9600,-89.4400,0,0,0,0,0,73,0,0,0,2025-04-28,17:57:00
2504281757-01,2025,04,28,2025-04-28,17:57:00,3,MN,27,0,0.88,0,0,0,0,43.6700,-93.4000,43.6700,-93.4000,0,0,0,0,0,47,0,0,0,2025-04-28,18:00:00
2504281759-01,2025,04,28,2025-04-28,17:59:00,3,MN,27,0,1.50,0,0,0,0,43.6800,-93.3600,43.6800,-93.3600,0,0,0,0,0,47,0,0,0,2025-04-28,18:02:00
2504281800-01,2025,04,28,2025-04-28,18:00:00,3,IA,19,0,1.00,0,0,0,0,43.2800,-96.2300,43.2800,-96.2300,0,0,0,0,0,119,0,0,0,2025-04-28,18:01:00
2504281802-01,2025,04,28,2025-04-28,18:02:00,3,NE,31,0,1.50,0,0,0,0,42.7512,-97.4197,42.7512,-97.4197,0,0,0,0,0,27,0,0,0,2025-04-28,18:02:00
2504281806-01,2025,04,28,2025-04-28,18:06:00,3,WI,55,0,0.88,0,0,0,0,44.6300,-91.9700,44.6300,-91.9700,0,0,0,0,0,91,0,0,0,2025-04-28,18:11:00
2504281808-01,2025,04,28,2025-04-28,18:08:00,3,IA,19,0,2.00,0,0,0,0,43.3400,-96.0800,43.3400,-96.0800,0,0,0,0,0,119,0,0,0,2025-04-28,18:09:00
2504281809-01,2025,04,28,2025-04-28,18:09:00,3,IA,19,0,1.75,0,0,0,0,43.3200,-96.0300,43.3200,-96.0300,0,0,0,0,0,119,0,0,0,2025-04-28,18:11:00
2504281817-01,2025,04,28,2025-04-28,18:17:00,3,SD,46,0,1.00,0,0,0,0,42.8700,-97.1200,42.8700,-97.1200,0,0,0,0,0,27,0,0,0,2025-04-28,18:17:00
2504281818-01,2025,04,28,2025-04-28,18:18:00,3,IA,19,0,0.88,0,0,0,0,43.4400,-95.8800,43.4400,-95.8800,0,0,0,0,0,119,0,0,0,2025-04-28,18:21:00
2504281822-01,2025,04,28,2025-04-28,18:22:00,3,MN,27,0,0.75,0,0,0,0,44.0500,-92.5200,44.0500,-92.5200,0,0,0,0,0,109,0,0,0,2025-04-28,18:22:00
2504281823-01,2025,04,28,2025-04-28,18:23:00,3,MN,27,0,0.75,0,0,0,0,44.0900,-92.5300,44.0900,-92.5300,0,0,0,0,0,109,0,0,0,2025-04-28,18:23:00
2504281823-02,2025,04,28,2025-04-28,18:23:00,3,IA,19,0,1.25,0,0,0,0,43.4000,-95.7400,43.4000,-95.7400,0,0,0,0,0,143,0,0,0,2025-04-28,18:24:00
2504281830-01,2025,04,28,2025-04-28,18:30:00,3,KS,20,0,1.00,0,0,0,0,39.3300,-96.3000,39.3300,-96.3000,0,0,0,0,0,149,0,0,0,2025-04-28,18:31:00
2504281853-01,2025,04,28,2025-04-28,18:53:00,3,OK,40,0,1.00,0,0,0,0,34.6436,-99.3330,34.6436,-99.3330,0,0,0,0,0,65,0,0,0,2025-04-28,18:53:00
2504281858-01,2025,04,28,2025-04-28,18:58:00,3,MN,27,0,0.75,0,0,0,0,43.6500,-93.0000,43.6500,-93.0000,0,0,0,0,0,99,0,0,0,2025-04-28,18:58:00
2504281859-01,2025,04,28,2025-04-28,18:59:00,3,MN,27,0,1.00,0,0,0,0,43.9600,-92.3200,43.9600,-92.3200,0,0,0,0,0,109,0,0,0,2025-04-28,18:59:00
2504281913-01,2025,04,28,2025-04-28,19:13:00,3,IA,19,0,1.00,0,0,0,0,42.7700,-95.5500,42.7700,-95.5500,0,0,0,0,0,35,0,0,0,2025-04-28,19:15:00
2504281930-01,2025,04,28,2025-04-28,19:30:00,3,IA,19,0,1.00,0,0,0,0,43.1000,-93.9000,43.1000,-93.9000,0,0,0,0,0,81,0,0,0,2025-04-28,19:30:00
2504281932-01,2025,04,28,2025-04-28,19:32:00,3,OK,40,0,3.00,0,0,0,0,34.8723,-99.5124,34.8723,-99.5124,0,0,0,0,0,55,0,0,0,2025-04-28,19:32:00
2504281933-01,2025,04,28,2025-04-28,19:33:00,3,OK,40,0,3.00,0,0,150000,0,34.8800,-99.5000,34.8800,-99.5000,0,0,0,0,0,55,0,0,0,2025-04-28,19:33:00
2504281940-01,2025,04,28,2025-04-28,19:40:00,3,IA,19,0,1.50,0,0,0,0,43.1600,-93.7000,43.1600,-93.7000,0,0,0,0,0,81,0,0,0,2025-04-28,19:40:00
2504281940-02,2025,04,28,2025-04-28,19:40:00,3,IA,19,0,1.50,0,0,0,0,43.1000,-93.8000,43.1000,-93.8000,0,0,0,0,0,81,0,0,0,2025-04-28,19:40:00
2504281945-01,2025,04,28,2025-04-28,19:45:00,3,OK,40,0,1.00,0,0,0,0,34.6730,-99.3184,34.6730,-99.3184,0,0,0,0,0,65,0,0,0,2025-04-28,19:45:00
2504282002-01,2025,04,28,2025-04-28,20:02:00,3,IA,19,0,0.75,0,0,0,0,43.2400,-93.3600,43.2400,-93.3600,0,0,0,0,0,33,0,0,0,2025-04-28,20:02:00
2504282005-01,2025,04,28,2025-04-28,20:05:00,3,IA,19,0,0.88,0,0,0,0,43.1200,-94.6800,43.1200,-94.6800,0,0,0,0,0,147,0,0,0,2025-04-28,20:05:00
