om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,edat,etime
2506281920-01,2025,06,28,2025-06-28,19:20:00,3,MN,27,0,1.50,0,0,0,0,46.6400,-96.4200,46.6400,-96.4200,0,0,0,0,0,27,0,0,0,2025-06-28,19:23:00
2506281924-01,2025,06,28,2025-06-28,19:24:00,3,ND,38,0,1.25,0,0,0,0,46.2300,-96.6200,46.2300,-96.6200,0,0,0,0,0,77,0,0,0,2025-06-28,19:29:00
2506281930-01,2025,06,28,2025-06-28,19:30:00,3,ND,38,0,1.00,0,0,0,0,46.0700,-96.9100,46.0700,-96.9100,0,0,0,0,0,77,0,0,0,2025-06-28,19:35:00
2506281945-01,2025,06,28,2025-06-28,19:45:00,3,MN,27,0,0.88,0,0,0,0,45.5900,-95.9100,45.5900,-95.9100,0,0,0,0,0,149,0,0,0,2025-06-28,19:50:00
2506281958-01,2025,06,28,2025-06-28,19:58:00,3,SD,46,0,2.00,0,0,0,0,44.7500,-96.4600,44.7500,-96.4600,0,0,0,0,0,39,0,0,0,2025-06-28,19:58:00
2506282006-01,2025,06,28,2025-06-28,20:06:00,3,MT,30,0,1.25,0,0,0,0,45.2700,-106.9900,45.2700,-106.9900,0,0,0,0,0,3,0,0,0,2025-06-28,20:06:00
2506282040-01,2025,06,28,2025-06-28,20:40:00,3,SD,46,0,1.00,0,0,0,0,44.7300,-97.1100,44.7300,-97.1100,0,0,0,0,0,57,0,0,0,2025-06-28,20:40:00
2506282050-01,2025,06,28,2025-06-28,20:50:00,3,SD,46,0,1.00,0,0,0,0,44.7300,-97.2000,44.7300,-97.2000,0,0,0,0,0,57,0,0,0,2025-06-28,20:50:00
2506282153-01,2025,06,28,2025-06-28,21:53:00,3,SD,46,0,0.88,0,0,0,0,43.1300,-99.2200,43.1300,-99.2200,0,0,0,0,0,53,0,0,0,2025-06-28,21:57:00
2506282154-01,2025,06,28,2025-06-28,21:54:00,3,SD,46,0,1.00,0,0,0,0,44.5700,-97.0300,44.5700,-97.0300,0,0,0,0,0,57,0,0,0,2025-06-28,21:54:00
2506282206-01,2025,06,28,2025-06-28,22:06:00,3,SD,46,0,1.00,0,0,0,0,43.1400,-99.1400,43.1400,-99.1400,0,0,0,0,0,53,0,0,0,2025-06-28,22:08:00
2506282244-01,2025,06,28,2025-06-28,22:44:00,3,MN,27,0,0.75,0,0,0,0,45.1900,-93.6700,45.1900,-93.6700,0,0,0,0,0,171,0,0,0,2025-06-28,22:52:00
2506282310-01,2025,06,28,2025-06-28,23:10:00,3,MN,27,0,1.25,0,0,0,0,44.7900,-93.9100,44.7900,-93.9100,0,0,0,0,0,19,0,0,0,2025-06-28,23:15:00
2506282353-01,2025,06,28,2025-06-28,23:53:00,3,SD,46,0,1.00,0,0,0,0,43.9700,-97.7300,43.9700,-97.7300,0,0,0,0,0,97,0,0,0,2025-06-28,23:56:00
2506290025-01,2025,06,29,2025-06-29,00:25:00,3,SD,46,0,1.00,0,0,0,0,43.0500,-97.5600,43.0500,-97.5600,0,0,0,0,0,135,0,0,0,2025-06-29,00:29:00
2506290635-01,2025,06,29,2025-06-29,06:35:00,3,SD,46,0,1.00,0,0,0,0,43.7500,-103.5800,43.7500,-103.5800,0,0,0,0,0,33,0,0,0,2025-06-29,06:35:00
2506290635-02,2025,06,29,2025-06-29,06:35:00,3,SD,46,0,1.25,0,0,0,0,43.7200,-103.5000,43.7200,-103.5000,0,0,0,0,0,33,0,0,0,2025-06-29,06:35:00
2506291200-01,2025,06,29,2025-06-29,12:00:00,3,WI,55,0,1.00,0,0,0,0,44.4000,-89.8000,44.4000,-89.8000,0,0,0,0,0,141,0,0,0,2025-06-29,12:01:00
2506291209-01,2025,06,29,2025-06-29,12:09:00,3,WI,55,0,1.25,0,0,0,0,44.4100,-89.7700,44.4100,-89.7700,0,0,0,0,0,141,0,0,0,2025-06-29,12:10:00
2506291227-01,2025,06,29,2025-06-29,12:27:00,3,WI,55,0,1.25,0,0,0,0,44.4300,-89.7000,44.4300,-89.7000,0,0,0,0,0,97,0,0,0,2025-06-29,12:28:00
2506291242-01,2025,06,29,2025-06-29,12:42:00,3,WI,55,0,1.00,0,0,0,0,44.6000,-89.1100,44.6000,-89.1100,0,0,0,0,0,135,0,0,0,2025-06-29,12:43:00
2506291344-01,2025,06,29,2025-06-29,13:44:00,3,WI,55,0,0.88,0,0,0,0,44.4800,-88.9400,44.4800,-88.9400,0,0,0,0,0,135,0,0,0,2025-06-29,13:45:00
2506291352-01,2025,06,29,2025-06-29,13:52:00,3,WI,55,0,0.88,0,0,0,0,44.6500,-88.4500,44.6500,-88.4500,0,0,0,0,0,115,0,0,0,2025-06-29,13:53:00
2506291452-01,2025,06,29,2025-06-29,14:52:00,3,SD,46,0,1.00,0,0,0,0,43.7500,-103.6400,43.7500,-103.6400,0,0,0,0,0,33,0,0,0,2025-06-29,14:52:00
2506291459-01,2025,06,29,2025-06-29,14:59:00,3,WY,56,0,1.00,0,0,0,0,41.2200,-104.9400,41.2200,-104.9400,0,0,0,0,0,21,0,0,0,2025-06-29,14:59:00
2506291500-01,2025,06,29,2025-06-29,15:00:00,3,CO,08,0,1.00,0,0,0,0,40.5800,-105.4600,40.5800,-105.4600,0,0,0,0,0,69,0,0,0,2025-06-29,15:03:00
2506291520-01,2025,06,29,2025-06-29,15:20:00,3,WY,56,0,1.00,0,0,0,0,41.2900,-104.8300,41.2900,-104.8300,0,0,0,0,0,21,0,0,0,2025-06-29,15:20:00
2506291525-01,2025,06,29,2025-06-29,15:25:00,3,WY,56,0,1.50,0,0,0,0,41.3500,-104.8300,41.3500,-104.8300,0,0,0,0,0,21,0,0,0,2025-06-29,15:25:00
2506291525-02,2025,06,29,2025-06-29,15:25:00,3,SD,46,0,1.00,0,0,0,0,43.6900,-103.3400,43.6900,-103.3400,0,0,0,0,0,33,0,0,0,2025-06-29,15:25:00
2506291526-01,2025,06,29,2025-06-29,15:26:00,3,MD,24,0,1.00,0,0,0,0,39.2559,-76.5070,39.2559,-76.5070,0,0,0,0,0,5,0,0,0,2025-06-29,15:26:00
2506291530-01,2025,06,29,2025-06-29,15:30:00,3,CO,08,0,1.00,0,0,0,0,40.7300,-104.7700,40.7300,-104.7700,0,0,0,0,0,123,0,0,0,2025-06-29,15:37:00
2506291625-01,2025,06,29,2025-06-29,16:25:00,3,WY,56,0,1.75,0,0,0,0,41.4200,-104.4100,41.4200,-104.4100,0,0,0,0,0,21,0,0,0,2025-06-29,16:25:00
2506291625-02,2025,06,29,2025-06-29,16:25:00,3,CO,08,0,1.00,0,0,0,0,40.3200,-105.2800,40.3200,-105.2800,0,0,0,0,0,69,0,0,0,2025-06-29,16:27:00
2506291640-01,2025,06,29,2025-06-29,16:40:00,3,SD,46,0,1.75,0,0,0,0,43.3800,-102.6600,43.3800,-102.6600,0,0,0,0,0,102,0,0,0,2025-06-29,16:40:00
2506291705-01,2025,06,29,2025-06-29,17:05:00,3,WY,56,0,1.25,0,0,0,0,41.7300,-104.2700,41.7300,-104.2700,0,0,0,0,0,15,0,0,0,2025-06-29,17:05:00
2506291712-01,2025,06,29,2025-06-29,17:12:00,3,SD,46,0,1.00,0,0,0,0,43.2400,-102.4900,43.2400,-102.4900,0,0,0,0,0,102,0,0,0,2025-06-29,17:12:00
2506291722-01,2025,06,29,2025-06-29,17:22:00,3,SD,46,0,1.00,0,0,0,0,43.3000,-103.8300,43.3000,-103.8300,0,0,0,0,0,47,0,0,0,2025-06-29,17:22:00
2506291725-01,2025,06,29,2025-06-29,17:25:00,3,SD,46,0,1.25,0,0,0,0,43.3000,-103.8300,43.3000,-103.8300,0,0,0,0,0,47,0,0,0,2025-06-29,17:25:00
2506291731-01,2025,06,29,2025-06-29,17:31:00,3,WY,56,0,1.50,0,0,0,0,41.7700,-104.0500,41.7700,-104.0500,0,0,0,0,0,15,0,0,0,2025-06-29,17:31:00
2506291735-01,2025,06,29,2025-06-29,17:35:00,3,NE,31,0,2.00,0,0,0,0,41.7300,-103.9700,41.7300,-103.9700,0,0,0,0,0,157,0,0,0,2025-06-29,17:35:00
2506291749-01,2025,06,29,2025-06-29,17:49:00,3,NE,31,0,2.30,0,0,0,0,41.7400,-103.9100,41.7400,-103.9100,0,0,0,0,0,157,0,0,0,2025-06-29,17:49:00
2506291751-01,2025,06,29,2025-06-29,17:51:00,3,KS,20,0,0.88,0,0,0,0,37.6900,-96.9800,37.6900,-96.9800,0,0,0,0,0,15,0,0,0,2025-06-29,17:52:00
2506291759-01,2025,06,29,2025-06-29,17:59:00,3,KS,20,0,1.25,0,0,0,0,37.6900,-96.9700,37.6900,-96.9700,0,0,0,0,0,15,0,0,0,2025-06-29,18:00:00
2506291813-01,2025,06,29,2025-06-29,18:13:00,3,WY,56,0,1.00,0,0,0,0,42.0000,-104.3800,42.0000,-104.3800,0,0,0,0,0,15,0,0,0,2025-06-29,18:13:00
2506291817-01,2025,06,29,2025-06-29,18:17:00,3,WY,56,0,1.75,0,0,0,0,42.0600,-104.3800,42.0600,-104.3800,0,0,0,0,0,15,0,0,0,2025-06-29,18:17:00
2506291818-01,2025,06,29,2025-06-29,18:18:00,3,NE,31,0,1.25,0,0,0,0,41.8800,-103.8100,41.8800,-103.8100,0,0,0,0,0,157,0,0,0,2025-06-29,18:18:00
2506291820-01,2025,06,29,2025-06-29,18:20:00,3,SD,46,0,1.00,0,0,0,0,43.0100,-103.4100,43.0100,-103.4100,0,0,0,0,0,47,0,0,0,2025-06-29,18:20:00
2506291823-01,2025,06,29,2025-06-29,18:23:00,3,KS,20,0,1.50,0,0,0,0,37.5188,-97.2620,37.5188,-97.2620,0,0,0,0,0,173,0,0,0,2025-06-29,18:24:00
2506291830-01,2025,06,29,2025-06-29,18:30:00,3,NE,31,0,2.00,0,0,0,0,42.8100,-102.0100,42.8100,-102.0100,0,0,0,0,0,31,0,0,0,2025-06-29,18:30:00
2506291835-01,2025,06,29,2025-06-29,18:35:00,3,NE,31,0,1.75,0,0,0,0,41.8700,-103.6600,41.8700,-103.6600,0,0,0,0,0,157,0,0,0,2025-06-29,18:35:00
2506291844-01,2025,06,29,2025-06-29,18:44:00,3,NE,31,0,1.50,0,0,0,0,42.8300,-103.1000,42.8300,-103.1000,0,0,0,0,0,45,0,0,0,2025-06-29,18:44:00
2506291849-01,2025,06,29,2025-06-29,18:49:00,3,KS,20,0,1.25,0,0,0,0,37.4800,-97.2400,37.4800,-97.2400,0,0,0,0,0,173,0,0,0,2025-06-29,18:50:00
2506291852-01,2025,06,29,2025-06-29,18:52:00,3,NE,31,0,1.00,0,0,0,0,41.9500,-103.4800,41.9500,-103.4800,0,0,0,0,0,157,0,0,0,2025-06-29,18:52:00
2506291853-01,2025,06,29,2025-06-29,18:53:00,3,OK,40,0,1.75,0,0,20000,0,36.4522,-95.5865,36.4522,-95.5865,0,0,0,0,0,131,0,0,0,2025-06-29,18:53:00
2506291858-01,2025,06,29,2025-06-29,18:58:00,3,WY,56,0,1.00,0,0,0,0,42.4900,-104.3600,42.4900,-104.3600,0,0,0,0,0,15,0,0,0,2025-06-29,18:58:00
2506291911-01,2025,06,29,2025-06-29,19:11:00,3,WY,56,0,1.75,0,0,0,0,42.4700,-104.2000,42.4700,-104.2000,0,0,0,0,0,15,0,0,0,2025-06-29,19:11:00
2506291914-01,2025,06,29,2025-06-29,19:14:00,3,TX,48,0,0.88,0,0,0,0,34.3800,-103.0300,34.3800,-103.0300,0,0,0,0,0,369,0,0,0,2025-06-29,19:14:00
2506292015-01,2025,06,29,2025-06-29,20:15:00,3,NE,31,0,2.00,0,0,0,0,42.2400,-101.6300,42.2400,-101.6300,0,0,0,0,0,31,0,0,0,2025-06-29,20:15:00
2506292030-01,2025,06,29,2025-06-29,20:30:00,3,OK,40,0,0.75,0,0,0,0,36.3788,-95.5836,36.3788,-95.5836,0,0,0,0,0,131,0,0,0,2025-06-29,20:30:00
2506300044-01,2025,06,30,2025-06-30,00:44:00,3,NE,31,0,1.00,0,0,0,0,40.8800,-100.0700,40.8800,-100.0700,0,0,0,0,0,47,0,0,0,2025-06-30,00:44:00
2506300045-01,2025,06,30,2025-06-30,00:45:00,3,KS,20,0,1.25,0,0,0,0,39.7173,-100.3482,39.7173,-100.3482,0,0,0,0,0,39,0,0,0,2025-06-30,00:45:00
2506300119-01,2025,06,30,2025-06-30,01:19:00,3,KS,20,0,0.88,0,0,0,0,39.7171,-100.3475,39.7171,-100.3475,0,0,0,0,0,39,0,0,0,2025-06-30,01:19:00
2506301327-01,2025,06,30,2025-06-30,13:27:00,3,WI,55,0,1.00,0,0,0,0,44.9200,-92.3700,44.9200,-92.3700,0,0,0,0,0,109,0,0,0,2025-06-30,13:33:00
2506301549-01,2025,06,30,2025-06-30,15:49:00,3,PA,42,0,0.75,0,0,0,0,39.9500,-76.4300,39.9500,-76.4300,0,0,0,0,0,71,0,0,0,2025-06-30,15:49:00
2507011553-01,2025,07,01,2025-07-01,15:53:00,3,SD,46,0,0.75,0,0,0,0,44.0600,-103.2900,44.0600,-103.2900,0,0,0,0,0,103,0,0,0,2025-07-01,15:53:00
2507011557-01,2025,07,01,2025-07-01,15:57:00,3,SD,46,0,1.00,0,0,0,0,43.9500,-103.3300,43.9500,-103.3300,0,0,0,0,0,103,0,0,0,2025-07-01,15:57:00
2507011627-01,2025,07,01,2025-07-01,16:27:00,3,SD,46,0,1.00,0,0,0,0,43.8400,-103.3300,43.8400,-103.3300,0,0,0,0,0,33,0,0,0,2025-07-01,16:27:00
2507011630-01,2025,07,01,2025-07-01,16:30:00,3,SD,46,0,1.00,0,0,0,0,43.8600,-103.3000,43.8600,-103.3000,0,0,0,0,0,33,0,0,0,2025-07-01,16:30:00
2507011659-01,2025,07,01,2025-07-01,16:59:00,3,SD,46,0,1.00,0,0,0,0,43.7400,-103.2500,43.7400,-103.2500,0,0,0,0,0,33,0,0,0,2025-07-01,16:59:00
2507011720-01,2025,07,01,2025-07-01,17:20:00,3,SD,46,0,1.00,0,0,0,0,43.6600,-103.0600,43.6600,-103.0600,0,0,0,0,0,33,0,0,0,2025-07-01,17:20:00
2507011725-01,2025,07,01,2025-07-01,17:25:00,3,SD,46,0,1.75,0,0,0,0,43.8200,-101.9000,43.8200,-101.9000,0,0,0,0,0,71,0,0,0,2025-07-01,17:25:00
2507011725-02,2025,07,01,2025-07-01,17:25:00,3,SD,46,0,1.25,0,0,0,0,43.8000,-101.9100,43.8000,-101.9100,0,0,0,0,0,71,0,0,0,2025-07-01,17:25:00
2507011802-01,2025,07,01,2025-07-01,18:02:00,3,SD,46,0,1.00,0,0,0,0,43.8800,-101.6100,43.8800,-101.6100,0,0,0,0,0,71,0,0,0,2025-07-01,18:02:00
2507011831-01,2025,07,01,2025-07-01,18:31:00,3,SD,46,0,1.75,0,0,0,0,43.7100,-100.8700,43.7100,-100.8700,0,0,0,0,0,95,0,0,0,2025-07-01,18:31:00
2507011925-01,2025,07,01,2025-07-01,19:25:00,3,SD,46,0,0.88,0,0,0,0,43.0300,-102.5600,43.0300,-102.5600,0,0,0,0,0,102,0,0,0,2025-07-01,19:25:00
2507011929-01,2025,07,01,2025-07-01,19:29:00,3,NE,31,0,2.00,0,0,0,0,42.0800,-102.6300,42.0800,-102.6300,0,0,0,0,0,161,0,0,0,2025-07-01,19:29:00
2507011950-01,2025,07,01,2025-07-01,19:50:00,3,NE,31,0,2.00,0,0,0,0,42.0700,-102.4100,42.0700,-102.4100,0,0,0,0,0,161,0,0,0,2025-07-01,19:50:00
2507021645-01,2025,07,02,2025-07-02,16:45:00,3,CA,06,0,1.00,0,0,0,0,38.9100,-120.0000,38.9100,-120.0000,0,0,0,0,0,17,0,0,0,2025-07-02,16:45:00
2507021702-01,2025,07,02,2025-07-02,17:02:00,3,CA,06,0,0.75,0,0,0,0,38.9300,-119.9900,38.9300,-119.9900,0,0,0,0,0,17,0,0,0,2025-07-02,17:02:00
2507021739-01,2025,07,02,2025-07-02,17:39:00,3,MN,27,0,0.75,0,0,0,0,43.9600,-92.5400,43.9600,-92.5400,0,0,0,0,0,109,0,0,0,2025-07-02,17:39:00
2507021743-01,2025,07,02,2025-07-02,17:43:00,3,MN,27,0,0.75,0,0,0,0,43.6700,-92.3900,43.6700,-92.3900,0,0,0,0,0,45,0,0,0,2025-07-02,17:43:00
2507021752-01,2025,07,02,2025-07-02,17:52:00,3,IA,19,0,1.00,0,0,0,0,43.3800,-91.8900,43.3800,-91.8900,0,0,0,0,0,191,0,0,0,2025-07-02,17:52:00
2507022344-01,2025,07,02,2025-07-02,23:44:00,3,SD,46,0,1.75,0,0,0,0,43.3530,-97.4291,43.3530,-97.4291,0,0,0,0,0,67,0,0,0,2025-07-02,23:45:00
2507022344-02,2025,07,02,2025-07-02,23:44:00,3,SD,46,0,1.25,0,0,0,0,43.3500,-97.4300,43.3500,-97.4300,0,0,0,0,0,67,0,0,0,2025-07-02,23:45:00
2507030804-01,2025,07,03,2025-07-03,08:04:00,3,ME,23,0,1.50,0,0,0,0,46.6750,-69.2800,46.7000,-69.2300,0,0,0,0,0,3,0,0,0,2025-07-03,08:15:00
2507030905-01,2025,07,03,2025-07-03,09:05:00,3,NH,33,0,1.00,0,0,0,0,44.0600,-71.6000,44.0600,-71.6000,0,0,0,0,0,9,0,0,0,2025-07-03,09:10:00
2507030938-01,2025,07,03,2025-07-03,09:38:00,3,ME,23,0,1.25,0,0,0,0,46.6000,-67.9300,46.6000,-67.9300,0,0,0,0,0,3,0,0,0,2025-07-03,09:38:00
2507030938-02,2025,07,03,2025-07-03,09:38:00,3,ME,23,0,1.00,0,0,0,0,46.6100,-67.9100,46.6100,-67.9100,0,0,0,0,0,3,0,0,0,2025-07-03,09:38:00
2507030940-01,2025,07,03,2025-07-03,09:40:00,3,NH,33,0,1.25,0,0,0,0,44.1500,-71.1800,44.1500,-71.1800,0,0,0,0,0,3,0,0,0,2025-07-03,09:45:00
2507031106-01,2025,07,03,2025-07-03,11:06:00,3,NY,36,0,1.00,0,0,0,0,42.8100,-77.7200,42.8100,-77.7200,0,0,0,0,0,51,0,0,0,2025-07-03,11:06:00
2507031125-01,2025,07,03,2025-07-03,11:25:00,3,NY,36,0,0.75,0,0,0,0,42.4800,-77.1700,42.4800,-77.1700,0,0,0,0,0,101,0,0,0,2025-07-03,11:25:00
2507031126-01,2025,07,03,2025-07-03,11:26:00,3,NY,36,0,1.00,0,0,0,0,42.7500,-76.7000,42.7500,-76.7000,0,0,0,0,0,11,0,0,0,2025-07-03,11:26:00
2507031139-01,2025,07,03,2025-07-03,11:39:00,3,NY,36,0,1.75,0,0,0,0,42.7800,-76.5600,42.7800,-76.5600,0,0,0,0,0,11,0,0,0,2025-07-03,11:39:00
2507031159-01,2025,07,03,2025-07-03,11:59:00,3,NY,36,0,1.00,0,0,0,0,42.4200,-76.8500,42.4200,-76.8500,0,0,0,0,0,97,0,0,0,2025-07-03,11:59:00
2507031201-01,2025,07,03,2025-07-03,12:01:00,3,NY,36,0,1.25,0,0,0,0,42.3500,-76.8500,42.3500,-76.8500,0,0,0,0,0,97,0,0,0,2025-07-03,12:01:00
2507031202-01,2025,07,03,2025-07-03,12:02:00,3,NY,36,0,1.75,0,0,0,0,42.4800,-76.4800,42.4800,-76.4800,0,0,0,0,0,109,0,0,0,2025-07-03,12:02:00
2507031245-01,2025,07,03,2025-07-03,12:45:00,3,NY,36,0,1.75,0,0,0,0,42.2000,-76.0600,42.2000,-76.0600,0,0,0,0,0,7,0,0,0,2025-07-03,12:45:00
2507031248-01,2025,07,03,2025-07-03,12:48:00,3,NY,36,0,1.75,0,0,50000,0,42.2116,-75.9856,42.2116,-75.9856,0,0,0,0,0,7,0,0,0,2025-07-03,12:48:00
2507031250-01,2025,07,03,2025-07-03,12:50:00,3,NY,36,0,1.75,0,0,0,0,42.1900,-75.9800,42.1900,-75.9800,0,0,0,0,0,7,0,0,0,2025-07-03,12:50:00
2507031255-01,2025,07,03,2025-07-03,12:55:00,3,NY,36,0,2.00,0,0,0,0,42.1200,-75.9600,42.1200,-75.9600,0,0,0,0,0,7,0,0,0,2025-07-03,12:55:00
2507031256-01,2025,07,03,2025-07-03,12:56:00,3,NY,36,0,0.75,0,0,0,0,42.1100,-75.9500,42.1100,-75.9500,0,0,0,0,0,7,0,0,0,2025-07-03,12:56:00
2507031257-01,2025,07,03,2025-07-03,12:57:00,3,NY,36,0,1.25,0,0,0,0,42.1300,-75.9300,42.1300,-75.9300,0,0,0,0,0,7,0,0,0,2025-07-03,12:57:00
2507031258-01,2025,07,03,2025-07-03,12:58:00,3,NY,36,0,1.50,0,0,0,0,42.1400,-75.9400,42.1400,-75.9400,0,0,0,0,0,7,0,0,0,2025-07-03,12:58:00
2507031259-01,2025,07,03,2025-07-03,12:59:00,3,NY,36,0,0.75,0,0,0,0,42.1000,-75.9200,42.1000,-75.9200,0,0,0,0,0,7,0,0,0,2025-07-03,12:59:00
2507031259-02,2025,07,03,2025-07-03,12:59:00,3,NY,36,0,1.25,0,0,0,0,42.1000,-75.9300,42.1000,-75.9300,0,0,0,0,0,7,0,0,0,2025-07-03,12:59:00
2507031300-01,2025,07,03,2025-07-03,13:00:00,3,NY,36,0,0.75,0,0,0,0,42.0900,-75.9100,42.0900,-75.9100,0,0,0,0,0,7,0,0,0,2025-07-03,13:00:00
2507031300-02,2025,07,03,2025-07-03,13:00:00,3,NY,36,0,1.50,0,0,0,0,42.1700,-75.8700,42.1700,-75.8700,0,0,0,0,0,7,0,0,0,2025-07-03,13:00:00
2507031300-03,2025,07,03,2025-07-03,13:00:00,3,NY,36,0,1.25,0,0,0,0,42.1300,-75.9000,42.1300,-75.9000,0,0,0,0,0,7,0,0,0,2025-07-03,13:00:00
2507031302-01,2025,07,03,2025-07-03,13:02:00,3,NY,36,0,1.00,0,0,0,0,42.1100,-75.8900,42.1100,-75.8900,0,0,0,0,0,7,0,0,0,2025-07-03,13:02:00
2507031303-01,2025,07,03,2025-07-03,13:03:00,3,NY,36,0,1.75,0,0,0,0,42.1100,-75.8800,42.1100,-75.8800,0,0,0,0,0,7,0,0,0,2025-07-03,13:03:00
2507031304-01,2025,07,03,2025-07-03,13:04:00,3,NY,36,0,1.25,0,0,0,0,42.1000,-75.8600,42.1000,-75.8600,0,0,0,0,0,7,0,0,0,2025-07-03,13:04:00
2507031306-01,2025,07,03,2025-07-03,13:06:00,3,NY,36,0,1.75,0,0,20000000,0,42.1200,-75.8800,42.1200,-75.8800,0,0,0,0,0,7,0,0,0,2025-07-03,13:06:00
2507031306-02,2025,07,03,2025-07-03,13:06:00,3,NY,36,0,0.88,0,0,0,0,42.1500,-75.8100,42.1500,-75.8100,0,0,0,0,0,7,0,0,0,2025-07-03,13:06:00
2507031306-03,2025,07,03,2025-07-03,13:06:00,3,NY,36,0,1.00,0,0,0,0,42.1500,-75.8100,42.1500,-75.8100,0,0,0,0,0,7,0,0,0,2025-07-03,13:06:00
2507031327-01,2025,07,03,2025-07-03,13:27:00,3,NY,36,0,1.50,0,0,0,0,44.3800,-75.4100,44.3800,-75.4100,0,0,0,0,0,89,0,0,0,2025-07-03,13:27:00
2507031403-01,2025,07,03,2025-07-03,14:03:00,3,VT,50,0,0.84,0,0,0,0,43.4100,-73.2100,43.4100,-73.2100,0,0,0,0,0,21,0,0,0,2025-07-03,14:03:00
2507031427-01,2025,07,03,2025-07-03,14:27:00,3,NY,36,0,1.50,0,0,0,0,44.3800,-75.4100,44.3800,-75.4100,0,0,0,0,0,89,0,0,0,2025-07-03,14:27:00
2507031435-01,2025,07,03,2025-07-03,14:35:00,3,PA,42,0,1.00,0,0,0,0,40.8700,-76.0100,40.8700,-76.0100,0,0,0,0,0,107,0,0,0,2025-07-03,14:35:00
2507031440-01,2025,07,03,2025-07-03,14:40:00,3,NY,36,0,1.00,0,0,0,0,44.8200,-74.5600,44.8200,-74.5600,0,0,0,0,0,33,0,0,0,2025-07-03,14:40:00
2507031440-02,2025,07,03,2025-07-03,14:40:00,3,VT,50,0,1.00,0,0,0,0,43.3500,-73.0000,43.3500,-73.0000,0,0,0,0,0,21,0,0,0,2025-07-03,14:40:00
2507031441-01,2025,07,03,2025-07-03,14:41:00,3,PA,42,0,1.00,0,0,0,0,40.8300,-75.8800,40.8300,-75.8800,0,0,0,0,0,25,0,0,0,2025-07-03,14:41:00
2507031449-01,2025,07,03,2025-07-03,14:49:00,3,NY,36,0,1.00,0,0,0,0,42.3000,-73.7100,42.3000,-73.7100,0,0,0,0,0,21,0,0,0,2025-07-03,14:49:00
2507031450-01,2025,07,03,2025-07-03,14:50:00,3,NY,36,0,1.00,0,0,0,0,44.8400,-74.5000,44.8400,-74.5000,0,0,0,0,0,33,0,0,0,2025-07-03,14:50:00
2507031456-01,2025,07,03,2025-07-03,14:56:00,3,NY,36,0,1.00,0,0,0,0,41.9300,-74.0000,41.9300,-74.0000,0,0,0,0,0,111,0,0,0,2025-07-03,14:56:00
2507031503-01,2025,07,03,2025-07-03,15:03:00,3,NY,36,0,1.00,0,0,0,0,41.9300,-73.9100,41.9300,-73.9100,0,0,0,0,0,27,0,0,0,2025-07-03,15:03:00
2507031508-01,2025,07,03,2025-07-03,15:08:00,3,VT,50,0,1.50,0,0,0,0,43.4900,-72.8800,43.4900,-72.8800,0,0,0,0,0,21,0,0,0,2025-07-03,15:08:00
2507031510-01,2025,07,03,2025-07-03,15:10:00,3,NY,36,0,0.87,0,0,0,0,44.9500,-73.9200,44.9500,-73.9200,0,0,0,0,0,19,0,0,0,2025-07-03,15:10:00
2507031530-01,2025,07,03,2025-07-03,15:30:00,3,AZ,04,0,1.00,0,0,0,0,34.5200,-112.3000,34.5200,-112.3000,0,0,0,0,0,25,0,0,0,2025-07-03,15:30:00
2507031550-01,2025,07,03,2025-07-03,15:50:00,3,PA,42,0,1.00,0,0,0,0,40.6300,-75.3400,40.6300,-75.3400,0,0,0,0,0,95,0,0,0,2025-07-03,15:50:00
2507031554-01,2025,07,03,2025-07-03,15:54:00,3,PA,42,0,1.00,0,0,0,0,40.8300,-75.8700,40.8300,-75.8700,0,0,0,0,0,25,0,0,0,2025-07-03,15:54:00
2507031619-01,2025,07,03,2025-07-03,16:19:00,3,PA,42,0,0.75,0,0,0,0,40.6800,-75.2700,40.6800,-75.2700,0,0,0,0,0,95,0,0,0,2025-07-03,16:19:00
2507031628-01,2025,07,03,2025-07-03,16:28:00,3,NY,36,0,1.00,0,0,0,0,40.5400,-74.1700,40.5400,-74.1700,0,0,0,0,0,85,0,0,0,2025-07-03,16:28:00
2507031630-01,2025,07,03,2025-07-03,16:30:00,3,AZ,04,0,1.00,0,0,0,0,34.7200,-111.9100,34.7200,-111.9100,0,0,0,0,0,25,0,0,0,2025-07-03,16:30:00
2507031640-01,2025,07,03,2025-07-03,16:40:00,3,CT,09,0,1.00,0,0,0,0,41.8300,-71.8700,41.8300,-71.8700,0,0,0,0,0,15,0,0,0,2025-07-03,16:40:00
2507031640-02,2025,07,03,2025-07-03,16:40:00,3,CT,09,0,1.00,0,0,0,0,41.7800,-71.9000,41.7800,-71.9000,0,0,0,0,0,15,0,0,0,2025-07-03,16:40:00
2507031645-01,2025,07,03,2025-07-03,16:45:00,3,CT,09,0,1.75,0,0,5000,0,41.7600,-71.8200,41.7600,-71.8200,0,0,0,0,0,15,0,0,0,2025-07-03,16:45:00
2507031645-02,2025,07,03,2025-07-03,16:45:00,3,RI,44,0,1.00,0,0,0,0,41.7900,-71.7200,41.7900,-71.7200,0,0,0,0,0,7,0,0,0,2025-07-03,16:45:00
