om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt
761015,2024,06,14,2024-06-14,17:05:00,3,OH,39,0,50.0000,0,0,3000,0,39.4000,-82.1300,39.4000,-82.1300,0,0,0,0,0,9,0,0,0,EG
761016,2024,06,14,2024-06-14,17:06:00,3,OH,39,0,45.0000,0,0,500,0,39.4000,-82.1000,39.4000,-82.1000,0,0,0,0,0,9,0,0,0,EG
761017,2024,06,14,2024-06-14,17:15:00,3,NJ,34,0,61.0000,0,0,0,0,40.3700,-74.0000,40.3700,-74.0000,0,0,0,0,0,25,0,0,0,MG
761018,2024,06,14,2024-06-14,17:27:00,3,NM,35,0,52.0000,0,0,0,0,35.0417,-106.6147,35.0417,-106.6147,0,0,0,0,0,1,0,0,0,MG
761019,2024,06,14,2024-06-14,17:30:00,3,OK,40,0,74.0000,0,0,0,0,36.6300,-102.4000,36.6300,-102.4000,0,0,0,0,0,25,0,0,0,EG
761020,2024,06,14,2024-06-14,17:30:00,3,OK,40,0,50.0000,0,0,0,0,36.6900,-102.5000,36.6900,-102.5000,0,0,0,0,0,25,0,0,0,MG
761021,2024,06,14,2024-06-14,17:53:00,3,CO,08,0,58.0000,0,0,0,0,38.0700,-102.6800,38.0700,-102.6800,0,0,0,0,0,99,0,0,0,MG
761022,2024,06,14,2024-06-14,18:07:00,3,MT,30,0,61.0000,0,0,0,0,45.2700,-110.5400,45.2700,-110.5400,0,0,0,0,0,67,0,0,0,MG
761023,2024,06,14,2024-06-14,18:15:00,3,OK,40,0,50.0000,0,0,0,0,36.9200,-101.7800,36.9200,-101.7800,0,0,0,0,0,139,0,0,0,MG
761024,2024,06,14,2024-06-14,18:21:00,3,KS,20,0,51.0000,0,0,0,0,39.0051,-101.3923,39.0051,-101.3923,0,0,0,0,0,109,0,0,0,MG
761025,2024,06,14,2024-06-14,18:23:00,3,KS,20,0,59.0000,0,0,0,0,37.1400,-101.9000,37.1400,-101.9000,0,0,0,0,0,129,0,0,0,MG
761026,2024,06,14,2024-06-14,18:40:00,3,KS,20,0,52.0000,0,0,0,0,39.3299,-101.5828,39.3299,-101.5828,0,0,0,0,0,181,0,0,0,EG
761027,2024,06,14,2024-06-14,18:40:00,3,KS,20,0,56.0000,0,0,0,0,37.2600,-101.6700,37.2600,-101.6700,0,0,0,0,0,129,0,0,0,EG
761028,2024,06,14,2024-06-14,18:47:00,3,OH,39,0,50.0000,0,0,8000,0,38.8700,-82.3600,38.8700,-82.3600,0,0,0,0,0,53,0,0,0,EG
761029,2024,06,14,2024-06-14,19:24:00,3,KS,20,0,50.0000,0,0,0,0,37.1500,-100.7500,37.1500,-100.7500,0,0,0,0,0,175,0,0,0,MG
761030,2024,06,14,2024-06-14,19:48:00,3,KS,20,0,70.0000,0,0,80000,0,39.5145,-100.6539,39.5163,-100.6475,0,0,0,0,0,179,0,0,0,EG
761031,2024,06,14,2024-06-14,19:50:00,3,KS,20,0,52.0000,0,0,0,0,39.0356,-100.4828,39.0356,-100.4828,0,0,0,0,0,63,0,0,0,EG
761032,2024,06,14,2024-06-14,20:08:00,3,NE,31,0,52.0000,0,0,0,0,40.4200,-101.3700,40.4200,-101.3700,0,0,0,0,0,29,0,0,0,EG
761033,2024,06,14,2024-06-14,20:08:00,3,KS,20,0,54.0000,0,0,0,0,39.5403,-100.5635,39.5403,-100.5635,0,0,0,0,0,179,0,0,0,MG
761034,2024,06,14,2024-06-14,21:00:00,3,KS,20,0,70.0000,0,0,10000,0,39.8362,-100.1862,39.8362,-100.1862,0,0,0,0,0,39,0,0,0,EG
761035,2024,06,14,2024-06-14,21:00:00,3,KS,20,0,78.0000,0,0,60000,0,39.8373,-100.1859,39.8373,-100.1859,0,0,0,0,0,39,0,0,0,EG
761036,2024,06,14,2024-06-14,21:00:00,3,KS,20,0,54.0000,0,0,0,0,38.4773,-101.3581,38.4773,-101.3581,0,0,0,0,0,203,0,0,0,MG
761037,2024,06,14,2024-06-14,21:20:00,3,NE,31,0,51.0000,0,0,0,0,40.0300,-99.5400,40.0300,-99.5400,0,0,0,0,0,83,0,0,0,MG
761038,2024,06,14,2024-06-14,22:43:00,3,NE,31,0,50.0000,0,0,0,0,41.4000,-99.5200,41.4000,-99.5200,0,0,0,0,0,41,0,0,0,MG
761039,2024,06,15,2024-06-15,13:37:00,3,SC,45,0,50.0000,0,0,0,0,33.9400,-80.4877,33.9400,-80.4877,0,0,0,0,0,85,0,0,0,EG
761040,2024,06,15,2024-06-15,14:18:00,3,KS,20,0,61.0000,0,0,0,0,38.1500,-98.1000,38.1500,-98.1000,0,0,0,0,0,155,0,0,0,EG
761041,2024,06,15,2024-06-15,14:45:00,3,KS,20,0,61.0000,0,0,0,0,38.0600,-97.9500,38.0600,-97.9500,0,0,0,0,0,155,0,0,0,EG
761042,2024,06,15,2024-06-15,14:48:00,3,KS,20,0,67.0000,0,0,0,0,38.0600,-97.8600,38.0600,-97.8600,0,0,0,0,0,155,0,0,0,MG
761043,2024,06,15,2024-06-15,15:05:00,3,KS,20,0,60.0000,0,0,0,0,38.7800,-97.6500,38.7800,-97.6500,0,0,0,0,0,169,0,0,0,MG
761044,2024,06,15,2024-06-15,15:08:00,3,KS,20,0,67.0000,0,0,0,0,38.7800,-97.6500,38.7800,-97.6500,0,0,0,0,0,169,0,0,0,MG
761045,2024,06,15,2024-06-15,15:09:00,3,KS,20,0,61.0000,0,0,0,0,38.8100,-97.6300,38.8100,-97.6300,0,0,0,0,0,169,0,0,0,EG
761046,2024,06,15,2024-06-15,15:10:00,3,KS,20,0,57.0000,0,0,0,0,38.0700,-97.8700,38.0700,-97.8700,0,0,0,0,0,155,0,0,0,MG
761047,2024,06,15,2024-06-15,15:11:00,3,MT,30,0,59.0000,0,0,0,0,45.7000,-110.4300,45.7000,-110.4300,0,0,0,0,0,67,0,0,0,MG
761048,2024,06,15,2024-06-15,15:15:00,3,KS,20,0,65.0000,0,0,0,0,38.8300,-97.6100,38.8300,-97.6100,0,0,0,0,0,169,0,0,0,EG
761049,2024,06,15,2024-06-15,15:36:00,3,KS,20,0,65.0000,0,0,0,0,39.0700,-97.4500,39.0700,-97.4500,0,0,0,0,0,143,0,0,0,EG
761050,2024,06,15,2024-06-15,15:45:00,3,MT,30,0,60.0000,0,0,0,0,47.9200,-108.7300,47.9200,-108.7300,0,0,0,0,0,71,0,0,0,MG
761051,2024,06,15,2024-06-15,15:45:00,3,NE,31,0,56.0000,0,0,0,0,40.1500,-97.4200,40.1400,-97.4200,0,0,0,0,0,169,0,0,0,EG
761052,2024,06,15,2024-06-15,15:47:00,3,KS,20,0,65.0000,0,0,0,0,38.9000,-97.2400,38.9000,-97.2400,0,0,0,0,0,41,0,0,0,MG
761053,2024,06,15,2024-06-15,15:49:00,3,KS,20,0,65.0000,0,0,0,0,38.9200,-97.2200,38.9200,-97.2200,0,0,0,0,0,41,0,0,0,EG
761054,2024,06,15,2024-06-15,15:49:00,3,KS,20,0,65.0000,0,0,0,0,38.9200,-97.2100,38.9200,-97.2100,0,0,0,0,0,41,0,0,0,EG
761055,2024,06,15,2024-06-15,15:50:00,3,KS,20,0,70.0000,0,0,0,0,38.9300,-97.1700,38.9300,-97.1700,0,0,0,0,0,41,0,0,0,EG
761056,2024,06,15,2024-06-15,15:51:00,3,KS,20,0,70.0000,0,0,0,0,38.9000,-97.1200,38.9000,-97.1200,0,0,0,0,0,41,0,0,0,EG
761057,2024,06,15,2024-06-15,15:52:00,3,KS,20,0,61.0000,0,0,0,0,38.8600,-97.1700,38.8600,-97.1700,0,0,0,0,0,41,0,0,0,EG
761058,2024,06,15,2024-06-15,15:59:00,3,SC,45,0,50.0000,0,0,0,0,33.9200,-79.7400,33.9200,-79.7400,0,0,0,0,0,41,0,0,0,EG
761059,2024,06,15,2024-06-15,15:59:00,3,SC,45,0,50.0000,0,0,0,0,33.9200,-79.7400,33.9200,-79.7400,0,0,0,0,0,41,0,0,0,EG
761060,2024,06,15,2024-06-15,16:05:00,3,MT,30,0,51.0000,0,0,0,0,48.3000,-108.7200,48.3000,-108.7200,0,0,0,0,0,5,0,0,0,MG
761061,2024,06,15,2024-06-15,16:17:00,3,KS,20,0,52.0000,0,0,0,0,39.1000,-96.8800,39.1000,-96.8800,0,0,0,0,0,61,0,0,0,EG
761062,2024,06,15,2024-06-15,16:21:00,3,KS,20,0,52.0000,0,0,0,0,38.8400,-97.0000,38.8400,-97.0000,0,0,0,0,0,41,0,0,0,EG
761063,2024,06,15,2024-06-15,16:25:00,3,KS,20,0,61.0000,0,0,0,0,39.3800,-97.0600,39.3800,-97.0600,0,0,0,0,0,27,0,0,0,EG
761064,2024,06,15,2024-06-15,16:29:00,3,KS,20,0,57.0000,0,0,0,0,39.3800,-97.1000,39.3800,-97.1000,0,0,0,0,0,27,0,0,0,MG
761065,2024,06,15,2024-06-15,17:05:00,3,KS,20,0,54.0000,0,0,0,0,39.2200,-96.5600,39.2200,-96.5600,0,0,0,0,0,161,0,0,0,MG
761066,2024,06,15,2024-06-15,17:30:00,3,KS,20,0,52.0000,0,0,0,0,39.7400,-96.3100,39.7400,-96.3100,0,0,0,0,0,117,0,0,0,EG
761067,2024,06,15,2024-06-15,17:45:00,3,SD,46,0,51.0000,0,0,0,0,44.0700,-102.4500,44.0700,-102.4500,0,0,0,0,0,103,0,0,0,MG
761068,2024,06,15,2024-06-15,17:45:00,3,MT,30,0,68.0000,0,0,0,0,46.5800,-107.4000,46.5800,-107.4000,0,0,0,0,0,87,0,0,0,MG
761069,2024,06,15,2024-06-15,17:58:00,3,MT,30,0,55.0000,0,0,0,0,47.3300,-106.9500,47.3300,-106.9500,0,0,0,0,0,33,0,0,0,MG
761070,2024,06,15,2024-06-15,18:00:00,3,MT,30,0,50.0000,0,0,0,0,45.8100,-108.5500,45.8100,-108.5500,0,0,0,0,0,111,0,0,0,MG
761071,2024,06,15,2024-06-15,18:06:00,3,NE,31,0,52.0000,0,0,0,0,40.3905,-96.1531,40.3905,-96.1531,0,0,0,0,0,97,0,0,0,MG
761072,2024,06,15,2024-06-15,18:07:00,3,SD,46,0,52.0000,0,0,0,0,44.0624,-102.2400,44.0624,-102.2400,0,0,0,0,0,103,0,0,0,EG
761073,2024,06,15,2024-06-15,18:08:00,3,KS,20,0,56.0000,0,0,0,0,39.9800,-95.9800,39.9800,-95.9800,0,0,0,0,0,131,0,0,0,MG
761074,2024,06,15,2024-06-15,18:09:00,3,MT,30,0,69.0000,0,0,0,0,48.0000,-106.4500,48.0000,-106.4500,0,0,0,0,0,105,0,0,0,MG
761075,2024,06,15,2024-06-15,18:09:00,3,NE,31,0,56.0000,0,0,0,0,40.9968,-95.9937,40.9968,-95.9937,0,0,0,0,0,25,0,0,0,MG
761076,2024,06,15,2024-06-15,18:12:00,3,KS,20,0,52.0000,0,0,0,0,39.6600,-96.0300,39.6600,-96.0300,0,0,0,0,0,131,0,0,0,EG
761077,2024,06,15,2024-06-15,18:13:00,3,NE,31,0,52.0000,0,0,0,0,41.0200,-95.9576,41.0200,-95.9576,0,0,0,0,0,25,0,0,0,MG
761078,2024,06,15,2024-06-15,18:15:00,3,SD,46,0,58.0000,0,0,0,0,43.3700,-103.3800,43.3700,-103.3800,0,0,0,0,0,47,0,0,0,MG
761079,2024,06,15,2024-06-15,18:30:00,3,MT,30,0,58.0000,0,0,0,0,47.3800,-106.5000,47.3800,-106.5000,0,0,0,0,0,33,0,0,0,MG
761080,2024,06,15,2024-06-15,18:31:00,3,NE,31,0,60.0000,0,0,0,0,40.2993,-95.7103,40.2993,-95.7103,0,0,0,0,0,127,0,0,0,MG
761081,2024,06,15,2024-06-15,18:40:00,3,KS,20,0,51.0000,0,0,0,0,39.7800,-95.7600,39.7800,-95.7600,0,0,0,0,0,13,0,0,0,MG
761082,2024,06,15,2024-06-15,18:44:00,3,MT,30,0,50.0000,0,0,0,0,47.4200,-105.8900,47.4200,-105.8900,0,0,0,0,0,55,0,0,0,EG
761083,2024,06,15,2024-06-15,18:49:00,3,MT,30,0,50.0000,0,0,0,0,46.3000,-106.7000,46.3000,-106.7000,0,0,0,0,0,87,0,0,0,MG
761084,2024,06,15,2024-06-15,18:52:00,3,MT,30,0,60.0000,0,0,0,0,48.0100,-106.4000,48.0100,-106.4000,0,0,0,0,0,55,0,0,0,MG
761085,2024,06,15,2024-06-15,19:08:00,3,KS,20,0,50.0000,0,0,0,0,39.8000,-95.6400,39.8000,-95.6400,0,0,0,0,0,13,0,0,0,MG
761086,2024,06,15,2024-06-15,19:15:00,3,NE,31,0,52.0000,0,0,0,0,40.0800,-95.5800,40.0800,-95.5800,0,0,0,0,0,147,0,0,0,MG
761087,2024,06,15,2024-06-15,19:18:00,3,IA,19,0,52.0000,0,0,0,0,40.7891,-95.2459,40.7891,-95.2459,0,0,0,0,0,145,0,0,0,EG
761088,2024,06,15,2024-06-15,19:20:00,3,TX,48,0,54.0000,0,0,0,0,33.5221,-102.3700,33.5221,-102.3700,0,0,0,0,0,219,0,0,0,MG
761089,2024,06,15,2024-06-15,19:25:00,3,MT,30,0,53.0000,0,0,0,0,47.4200,-105.5600,47.4200,-105.5600,0,0,0,0,0,55,0,0,0,MG
761090,2024,06,15,2024-06-15,19:30:00,3,MT,30,0,53.0000,0,0,0,0,47.6900,-105.4900,47.6900,-105.4900,0,0,0,0,0,55,0,0,0,MG
761091,2024,06,15,2024-06-15,19:30:00,3,MT,30,0,52.0000,0,0,0,0,47.7600,-106.1200,47.7600,-106.1200,0,0,0,0,0,55,0,0,0,MG
761092,2024,06,15,2024-06-15,19:33:00,3,IA,19,0,65.0000,0,0,0,0,43.1900,-95.4900,43.1900,-95.4900,0,0,0,0,0,141,0,0,0,EG
761093,2024,06,15,2024-06-15,19:40:00,3,CO,08,0,64.0000,0,0,0,0,40.1700,-103.2200,40.1700,-103.2200,0,0,0,0,0,121,0,0,0,MG
761094,2024,06,15,2024-06-15,19:41:00,3,SD,46,0,56.0000,0,0,0,0,43.2812,-102.2597,43.2812,-102.2597,0,0,0,0,0,102,0,0,0,MG
761095,2024,06,15,2024-06-15,19:49:00,3,CO,08,0,50.0000,0,0,0,0,40.1600,-103.2000,40.1600,-103.2000,0,0,0,0,0,121,0,0,0,MG
761096,2024,06,15,2024-06-15,19:53:00,3,MT,30,0,51.0000,0,0,0,0,46.4300,-105.8800,46.4300,-105.8800,0,0,0,0,0,17,0,0,0,MG
761097,2024,06,15,2024-06-15,20:00:00,3,SD,46,0,52.0000,0,0,0,0,43.7631,-101.2316,43.7631,-101.2316,0,0,0,0,0,71,0,0,0,EG
761098,2024,06,15,2024-06-15,20:00:00,3,MT,30,0,52.0000,0,0,0,0,47.4200,-104.9600,47.4200,-104.9600,0,0,0,0,0,21,0,0,0,MG
761099,2024,06,15,2024-06-15,20:00:00,3,MT,30,0,65.0000,0,0,0,0,47.7400,-104.7100,47.7400,-104.7100,0,0,0,0,0,83,0,0,0,EG
761100,2024,06,15,2024-06-15,20:03:00,3,CO,08,0,61.0000,0,0,0,0,39.9300,-102.9400,39.9300,-102.9400,0,0,0,0,0,121,0,0,0,EG
761101,2024,06,15,2024-06-15,20:08:00,3,IA,19,0,70.0000,0,0,0,0,42.4792,-95.7818,42.4792,-95.7818,0,0,0,0,0,193,0,0,0,EG
761102,2024,06,15,2024-06-15,20:28:00,3,SD,46,0,56.0000,0,0,0,0,43.3200,-101.1394,43.3200,-101.1394,0,0,0,0,0,121,0,0,0,MG
761103,2024,06,15,2024-06-15,20:30:00,3,MT,30,0,52.0000,0,0,0,0,48.1300,-104.2900,48.1300,-104.2900,0,0,0,0,0,85,0,0,0,MG
761104,2024,06,15,2024-06-15,20:30:00,3,MT,30,0,55.0000,0,0,0,0,46.9200,-104.7500,46.9200,-104.7500,0,0,0,0,0,21,0,0,0,MG
761105,2024,06,15,2024-06-15,20:30:00,3,SD,46,0,56.0000,0,0,0,0,43.6022,-101.0939,43.6022,-101.0939,0,0,0,0,0,95,0,0,0,MG
761106,2024,06,15,2024-06-15,20:33:00,3,TX,48,0,52.0000,0,0,0,0,32.9681,-102.5276,32.9681,-102.5276,0,0,0,0,0,445,0,0,0,EG
761107,2024,06,15,2024-06-15,20:35:00,3,IA,19,0,65.0000,0,0,0,0,43.4200,-95.1300,43.4200,-95.1300,0,0,0,0,0,59,0,0,0,EG
761108,2024,06,15,2024-06-15,20:36:00,3,WY,56,0,53.0000,0,0,0,0,44.7700,-106.9700,44.7700,-106.9700,0,0,0,0,0,33,0,0,0,MG
761109,2024,06,15,2024-06-15,20:54:00,3,MT,30,0,50.0000,0,0,0,0,47.4600,-104.3500,47.4600,-104.3500,0,0,0,0,0,83,0,0,0,MG
761110,2024,06,15,2024-06-15,20:58:00,3,MT,30,0,55.0000,0,0,0,0,48.4900,-104.4800,48.4900,-104.4800,0,0,0,0,0,91,0,0,0,MG
761111,2024,06,15,2024-06-15,21:05:00,3,ND,38,0,54.0000,0,0,0,0,47.9200,-103.7900,47.9200,-103.7900,0,0,0,0,0,53,0,0,0,MG
761112,2024,06,15,2024-06-15,21:05:00,3,ND,38,0,72.0000,0,0,0,0,47.8700,-103.6400,47.8700,-103.6400,0,0,0,0,0,53,0,0,0,MG
761113,2024,06,15,2024-06-15,21:32:00,3,ND,38,0,52.0000,0,0,0,0,48.4000,-103.1700,48.4000,-103.1700,0,0,0,0,0,105,0,0,0,MG
761114,2024,06,15,2024-06-15,21:40:00,3,ND,38,0,50.0000,0,0,0,0,47.8000,-103.4900,47.8000,-103.4900,0,0,0,0,0,53,0,0,0,MG
761115,2024,06,15,2024-06-15,21:45:00,3,ND,38,0,55.0000,0,0,0,0,47.7700,-103.2800,47.7700,-103.2800,0,0,0,0,0,53,0,0,0,MG
761116,2024,06,15,2024-06-15,21:53:00,3,ND,38,0,55.0000,0,0,0,0,48.0200,-102.9400,48.0200,-102.9400,0,0,0,0,0,53,0,0,0,MG
761117,2024,06,15,2024-06-15,22:07:00,3,KS,20,0,65.0000,0,0,0,0,39.2900,-97.3300,39.2900,-97.3300,0,0,0,0,0,27,0,0,0,EG
761118,2024,06,15,2024-06-15,22:12:00,3,ND,38,0,59.0000,0,0,0,0,48.4000,-103.1700,48.4000,-103.1700,0,0,0,0,0,105,0,0,0,MG
761119,2024,06,15,2024-06-15,22:27:00,3,ND,38,0,56.0000,0,0,0,0,48.4000,-102.9100,48.4000,-102.9100,0,0,0,0,0,105,0,0,0,MG
761120,2024,06,15,2024-06-15,22:35:00,3,ND,38,0,56.0000,0,0,0,0,48.3800,-102.9000,48.3800,-102.9000,0,0,0,0,0,105,0,0,0,MG
761121,2024,06,15,2024-06-15,22:43:00,3,ND,38,0,66.0000,0,0,0,0,48.1500,-102.0700,48.1500,-102.0700,0,0,0,0,0,61,0,0,0,MG
761122,2024,06,15,2024-06-15,22:57:00,3,ND,38,0,51.0000,0,0,0,0,48.6500,-102.4100,48.6500,-102.4100,0,0,0,0,0,13,0,0,0,MG
761123,2024,06,15,2024-06-15,23:22:00,3,ND,38,0,65.0000,0,0,0,0,48.2500,-101.2700,48.2500,-101.2700,0,0,0,0,0,101,0,0,0,MG
761124,2024,06,15,2024-06-15,23:29:00,3,KS,20,0,55.0000,0,0,0,0,39.7100,-97.0700,39.7100,-97.0700,0,0,0,0,0,201,0,0,0,MG
761125,2024,06,15,2024-06-15,23:29:00,3,ND,38,0,64.0000,0,0,0,0,47.3700,-102.0400,47.3700,-102.0400,0,0,0,0,0,57,0,0,0,MG
761126,2024,06,15,2024-06-15,23:30:00,3,ND,38,0,61.0000,0,0,75000,0,48.2357,-101.3237,48.2281,-101.2586,0,0,0,0,0,101,0,0,0,EG
761127,2024,06,15,2024-06-15,23:46:00,3,ND,38,0,53.0000,0,0,0,0,47.4700,-101.6100,47.4700,-101.6100,0,0,0,0,0,57,0,0,0,MG
761128,2024,06,15,2024-06-15,23:59:00,3,ND,38,0,65.0000,0,0,150000,0,48.9847,-100.3524,48.9847,-100.3524,0,0,0,0,0,9,0,0,0,EG
761129,2024,06,16,2024-06-16,00:10:00,3,IA,19,0,61.0000,0,0,0,9000,42.2700,-95.3500,42.2700,-95.3500,0,0,0,0,0,93,0,0,0,EG
761130,2024,06,16,2024-06-16,00:10:00,3,IA,19,0,65.0000,0,0,0,0,42.2600,-95.3500,42.2600,-95.3500,0,0,0,0,0,93,0,0,0,EG
761131,2024,06,16,2024-06-16,00:26:00,3,KS,20,0,56.0000,0,0,0,0,39.7100,-96.8700,39.7100,-96.8700,0,0,0,0,0,201,0,0,0,EG
761132,2024,06,16,2024-06-16,00:32:00,3,ND,38,0,70.0000,0,0,125000,0,48.8400,-99.7500,48.8400,-99.7500,0,0,0,0,0,79,0,0,0,EG
761133,2024,06,16,2024-06-16,00:45:00,3,IA,19,0,60.0000,0,0,0,0,42.3100,-95.2500,42.3100,-95.2500,0,0,0,0,0,161,0,0,0,EG
761134,2024,06,16,2024-06-16,01:09:00,3,ND,38,0,61.0000,0,0,1000,0,46.8600,-100.8600,46.8600,-100.8600,0,0,0,0,0,15,0,0,0,EG
761135,2024,06,16,2024-06-16,01:10:00,3,IA,19,0,60.0000,0,0,0,0,42.4300,-94.0100,42.4300,-94.0100,0,0,0,0,0,187,0,0,0,EG
761136,2024,06,16,2024-06-16,11:48:00,3,IL,17,0,54.0000,0,0,0,0,41.4500,-90.5200,41.4500,-90.5200,0,0,0,0,0,161,0,0,0,MG
761137,2024,06,16,2024-06-16,12:40:00,3,IL,17,0,52.0000,0,0,0,0,41.3200,-90.5800,41.3200,-90.5800,0,0,0,0,0,131,0,0,0,EG
761138,2024,06,16,2024-06-16,12:42:00,3,MO,29,0,61.0000,0,0,20000,0,36.9595,-89.5525,36.9595,-89.5525,0,0,0,0,0,201,0,0,0,EG
761139,2024,06,16,2024-06-16,12:48:00,3,IA,19,0,52.0000,0,0,0,0,41.5200,-90.6200,41.5200,-90.6200,0,0,0,0,0,163,0,0,0,EG
761140,2024,06,16,2024-06-16,12:48:00,3,IA,19,0,52.0000,0,0,0,0,41.5400,-90.5400,41.5400,-90.5400,0,0,0,0,0,163,0,0,0,EG
761141,2024,06,16,2024-06-16,12:52:00,3,IA,19,0,54.0000,0,0,0,0,41.6200,-90.5800,41.6200,-90.5800,0,0,0,0,0,163,0,0,0,MG
761142,2024,06,16,2024-06-16,12:58:00,3,IA,19,0,52.0000,0,0,0,0,41.5600,-90.5000,41.5600,-90.5000,0,0,0,0,0,163,0,0,0,EG
761143,2024,06,16,2024-06-16,13:04:00,3,IA,19,0,52.0000,0,0,0,0,41.6700,-90.3500,41.6700,-90.3500,0,0,0,0,0,163,0,0,0,EG
761144,2024,06,16,2024-06-16,13:10:00,3,IL,17,0,52.0000,0,0,0,0,41.4500,-90.1500,41.4500,-90.1500,0,0,0,0,0,73,0,0,0,EG
761145,2024,06,16,2024-06-16,13:15:00,3,IA,19,0,52.0000,0,0,0,0,41.8000,-90.2500,41.8000,-90.2500,0,0,0,0,0,45,0,0,0,EG
761146,2024,06,16,2024-06-16,13:33:00,3,IL,17,0,52.0000,0,0,0,0,41.8100,-89.9700,41.8100,-89.9700,0,0,0,0,0,195,0,0,0,EG
761147,2024,06,16,2024-06-16,13:48:00,3,IL,17,0,52.0000,0,0,0,0,42.0200,-89.8900,42.0200,-89.8900,0,0,0,0,0,15,0,0,0,EG
761148,2024,06,16,2024-06-16,13:55:00,3,IL,17,0,56.0000,0,0,2000,0,37.4669,-89.2995,37.4669,-89.2995,0,0,0,0,0,181,0,0,0,EG
761149,2024,06,16,2024-06-16,13:56:00,3,IL,17,0,52.0000,0,0,0,0,42.1000,-89.8200,42.1000,-89.8200,0,0,0,0,0,15,0,0,0,EG
761150,2024,06,16,2024-06-16,14:00:00,3,IL,17,0,56.0000,0,0,0,0,41.3400,-89.7300,41.3400,-89.7300,0,0,0,0,0,11,0,0,0,EG
761151,2024,06,16,2024-06-16,14:00:00,3,IL,17,0,52.0000,0,0,0,0,41.3000,-89.7900,41.3000,-89.7900,0,0,0,0,0,11,0,0,0,EG
761152,2024,06,16,2024-06-16,14:10:00,3,IL,17,0,52.0000,0,0,0,0,41.3300,-89.6800,41.3300,-89.6800,0,0,0,0,0,11,0,0,0,EG
761153,2024,06,16,2024-06-16,14:16:00,3,IL,17,0,52.0000,0,0,0,0,41.9800,-89.5800,41.9800,-89.5800,0,0,0,0,0,141,0,0,0,EG
761154,2024,06,16,2024-06-16,14:24:00,3,IL,17,0,52.0000,0,0,0,0,41.1000,-89.8700,41.1000,-89.8700,0,0,0,0,0,175,0,0,0,EG
761155,2024,06,16,2024-06-16,14:25:00,3,TN,47,0,50.0000,0,0,15000,0,36.2500,-86.7880,36.2500,-86.7880,0,0,0,0,0,37,0,0,0,EG
761156,2024,06,16,2024-06-16,14:25:00,3,IL,17,0,52.0000,0,0,0,0,41.8600,-89.4700,41.8600,-89.4700,0,0,0,0,0,103,0,0,0,EG
761157,2024,06,16,2024-06-16,14:25:00,3,IL,17,0,52.0000,0,0,0,0,41.3700,-89.4700,41.3700,-89.4700,0,0,0,0,0,11,0,0,0,EG
761158,2024,06,16,2024-06-16,14:28:00,3,IL,17,0,52.0000,0,0,5000,0,37.7630,-89.3330,37.7630,-89.3330,0,0,0,0,0,77,0,0,0,EG
761159,2024,06,16,2024-06-16,14:30:00,3,IL,17,0,52.0000,0,0,0,0,41.4300,-89.3700,41.4300,-89.3700,0,0,0,0,0,11,0,0,0,EG
761160,2024,06,16,2024-06-16,14:56:00,3,IL,17,0,52.0000,0,0,0,0,42.2964,-89.1708,42.2964,-89.1708,0,0,0,0,0,201,0,0,0,EG
761161,2024,06,16,2024-06-16,14:56:00,3,IL,17,0,52.0000,0,0,0,0,42.2700,-89.1600,42.2700,-89.1600,0,0,0,0,0,201,0,0,0,EG
761162,2024,06,16,2024-06-16,14:56:00,3,IL,17,0,52.0000,0,0,0,0,42.2700,-89.1700,42.2700,-89.1700,0,0,0,0,0,201,0,0,0,EG
761163,2024,06,16,2024-06-16,14:56:00,3,IL,17,0,52.0000,0,0,0,0,42.2683,-89.1743,42.2683,-89.1743,0,0,0,0,0,201,0,0,0,EG
761164,2024,06,16,2024-06-16,15:04:00,3,IL,17,0,52.0000,0,0,0,0,42.2887,-89.0802,42.2887,-89.0802,0,0,0,0,0,201,0,0,0,EG
761165,2024,06,16,2024-06-16,15:10:00,3,IL,17,0,52.0000,0,0,0,0,41.9200,-89.0800,41.9200,-89.0800,0,0,0,0,0,141,0,0,0,EG
761166,2024,06,16,2024-06-16,15:15:00,3,IL,17,0,52.0000,0,0,0,0,41.9378,-88.6013,41.9378,-88.6013,0,0,0,0,0,89,0,0,0,EG
761167,2024,06,16,2024-06-16,15:27:00,3,IL,17,0,52.0000,0,0,0,0,41.9370,-88.4298,41.9370,-88.4298,0,0,0,0,0,89,0,0,0,EG
761168,2024,06,16,2024-06-16,15:31:00,3,IL,17,0,52.0000,1,0,0,0,41.9300,-88.4100,41.9300,-88.4100,0,0,0,0,0,89,0,0,0,EG
761169,2024,06,16,2024-06-16,15:33:00,3,WI,55,0,50.0000,0,0,2000,0,42.5600,-88.8700,42.5600,-88.8700,0,0,0,0,0,105,0,0,0,EG
761170,2024,06,16,2024-06-16,15:36:00,3,IL,17,0,52.0000,0,0,0,0,42.1000,-88.2800,42.1000,-88.2800,0,0,0,0,0,89,0,0,0,EG
761171,2024,06,16,2024-06-16,15:38:00,3,IL,17,0,52.0000,0,0,0,0,42.0484,-88.2978,42.0484,-88.2978,0,0,0,0,0,89,0,0,0,EG
