om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt,edat,etime
2502152050-01,2025,02,15,2025-02-15,20:50:00,3,LA,22,0,53.0000,0,0,40000,0,31.7700,-91.8300,31.7700,-91.8300,0,0,0,0,0,25,0,0,0,EG,2025-02-15,21:00:00
2502152051-01,2025,02,15,2025-02-15,20:51:00,3,LA,22,0,60.0000,0,0,4000,0,32.7000,-91.3000,32.7000,-91.3000,0,0,0,0,0,35,0,0,0,EG,2025-02-15,20:51:00
2502152105-01,2025,02,15,2025-02-15,21:05:00,3,MS,28,0,45.0000,0,0,1000,0,33.7700,-89.9500,33.7700,-89.9500,0,0,0,0,0,43,0,0,0,EG,2025-02-15,21:05:00
2502152120-01,2025,02,15,2025-02-15,21:20:00,3,MS,28,0,60.0000,0,0,30000,0,31.9591,-91.0306,31.9969,-90.7861,0,0,0,0,0,21,0,0,0,EG,2025-02-15,21:40:00
2502152126-01,2025,02,15,2025-02-15,21:26:00,3,MS,28,0,55.0000,0,0,10000,0,31.6111,-91.2563,31.6111,-91.2563,0,0,0,0,0,1,0,0,0,EG,2025-02-15,21:26:00
2502152129-01,2025,02,15,2025-02-15,21:29:00,3,MS,28,0,55.0000,0,0,15000,0,31.5369,-91.3842,31.4645,-91.3392,0,0,0,0,0,1,0,0,0,EG,2025-02-15,21:33:00
2502152129-02,2025,02,15,2025-02-15,21:29:00,3,MS,28,0,55.0000,0,0,20000,0,33.5100,-89.9200,33.3915,-89.9832,0,0,0,0,0,15,0,0,0,EG,2025-02-15,21:35:00
2502152143-01,2025,02,15,2025-02-15,21:43:00,3,MS,28,0,50.0000,0,0,5000,0,31.7522,-90.9536,31.7522,-90.9536,0,0,0,0,0,63,0,0,0,EG,2025-02-15,21:43:00
2502152145-01,2025,02,15,2025-02-15,21:45:00,3,MS,28,0,50.0000,0,0,3000,0,33.1000,-90.1300,33.1000,-90.1300,0,0,0,0,0,51,0,0,0,EG,2025-02-15,21:45:00
2502152150-01,2025,02,15,2025-02-15,21:50:00,3,MS,28,0,55.0000,0,0,15000,0,33.4900,-89.7300,33.4445,-89.5248,0,0,0,0,0,97,0,0,0,EG,2025-02-15,22:05:00
2502152157-01,2025,02,15,2025-02-15,21:57:00,3,MS,28,0,50.0000,0,0,2000,0,33.1631,-89.9206,33.1631,-89.9206,0,0,0,0,0,51,0,0,0,EG,2025-02-15,21:57:00
2502152158-01,2025,02,15,2025-02-15,21:58:00,3,MS,28,0,50.0000,0,0,3000,0,33.8528,-89.3960,33.8528,-89.3960,0,0,0,0,0,13,0,0,0,EG,2025-02-15,22:03:00
2502152205-01,2025,02,15,2025-02-15,22:05:00,3,KY,21,0,55.0000,0,0,0,0,36.8900,-86.3700,36.8900,-86.3700,0,0,0,0,0,227,0,0,0,EG,2025-02-15,22:05:00
2502152205-02,2025,02,15,2025-02-15,22:05:00,3,MS,28,0,50.0000,0,0,1000,0,32.1400,-90.3700,32.1400,-90.3700,0,0,0,0,0,49,0,0,0,EG,2025-02-15,22:05:00
2502152208-01,2025,02,15,2025-02-15,22:08:00,3,MS,28,0,50.0000,0,0,2000,0,32.1116,-90.3588,32.1116,-90.3588,0,0,0,0,0,49,0,0,0,EG,2025-02-15,22:08:00
2502152208-02,2025,02,15,2025-02-15,22:08:00,3,MS,28,0,50.0000,0,0,5000,0,31.5155,-90.9751,31.5155,-90.9751,0,0,0,0,0,37,0,0,0,EG,2025-02-15,22:08:00
2502152210-01,2025,02,15,2025-02-15,22:10:00,3,MS,28,0,50.0000,0,0,20000,0,33.2575,-89.6711,33.2575,-89.6711,0,0,0,0,0,7,0,0,0,EG,2025-02-15,22:10:00
2502152210-02,2025,02,15,2025-02-15,22:10:00,3,LA,22,0,52.0000,0,0,2000,0,30.4900,-91.1300,30.4900,-91.1300,0,0,0,0,0,33,0,0,0,EG,2025-02-15,22:10:00
2502152210-03,2025,02,15,2025-02-15,22:10:00,3,MS,28,0,50.0000,0,0,4000,0,33.3372,-89.5303,33.3372,-89.5303,0,0,0,0,0,97,0,0,0,EG,2025-02-15,22:10:00
2502152210-04,2025,02,15,2025-02-15,22:10:00,3,MS,28,0,53.0000,0,0,20000,0,31.8818,-90.5891,31.8600,-90.3900,0,0,0,0,0,29,0,0,0,EG,2025-02-15,22:21:00
2502152215-01,2025,02,15,2025-02-15,22:15:00,3,MS,28,0,72.0000,0,0,3000,0,34.1090,-88.7240,34.1090,-88.7240,0,0,0,0,0,81,0,0,0,EG,2025-02-15,22:20:00
2502152220-01,2025,02,15,2025-02-15,22:20:00,3,MS,28,0,50.0000,0,0,10000,0,34.0560,-88.8389,34.0560,-88.8389,0,0,0,0,0,17,0,0,0,EG,2025-02-15,22:25:00
2502152222-01,2025,02,15,2025-02-15,22:22:00,3,MS,28,0,50.0000,0,0,10000,0,31.4700,-90.8900,31.4700,-90.8900,0,0,0,0,0,37,0,0,0,EG,2025-02-15,22:22:00
2502152222-02,2025,02,15,2025-02-15,22:22:00,3,MS,28,0,50.0000,0,0,1000,0,34.0900,-88.6200,34.0900,-88.6200,0,0,0,0,0,81,0,0,0,EG,2025-02-15,22:27:00
2502152222-03,2025,02,15,2025-02-15,22:22:00,3,MS,28,0,70.0000,0,0,3000,0,34.1130,-88.6140,34.1190,-88.6010,0,0,0,0,0,81,0,0,0,EG,2025-02-15,22:27:00
2502152224-01,2025,02,15,2025-02-15,22:24:00,3,MS,28,0,50.0000,0,0,2000,0,32.3100,-90.0900,32.3100,-90.0900,0,0,0,0,0,121,0,0,0,EG,2025-02-15,22:24:00
2502152224-02,2025,02,15,2025-02-15,22:24:00,3,MS,28,0,55.0000,0,0,20000,0,32.9866,-89.6129,33.1104,-89.5118,0,0,0,0,0,7,0,0,0,EG,2025-02-15,22:30:00
2502152225-01,2025,02,15,2025-02-15,22:25:00,3,MS,28,0,55.0000,0,0,25000,0,33.3161,-89.3407,33.3200,-89.1800,0,0,0,0,0,19,0,0,0,EG,2025-02-15,22:33:00
2502152228-01,2025,02,15,2025-02-15,22:28:00,3,MS,28,0,50.0000,0,0,80000,0,32.1217,-90.0652,32.1217,-90.0652,0,0,0,0,0,121,0,0,0,EG,2025-02-15,22:28:00
2502152230-01,2025,02,15,2025-02-15,22:30:00,3,MS,28,0,50.0000,0,0,25000,0,34.5300,-88.2100,34.5300,-88.2100,0,0,0,0,0,141,0,0,0,EG,2025-02-15,22:35:00
2502152233-01,2025,02,15,2025-02-15,22:33:00,3,MS,28,0,55.0000,0,0,12000,0,32.2768,-89.9981,32.2768,-89.9981,0,0,0,0,0,121,0,0,0,EG,2025-02-15,22:33:00
2502152233-02,2025,02,15,2025-02-15,22:33:00,3,MS,28,0,74.0000,0,0,10000,0,34.1720,-88.4580,34.1910,-88.4090,0,0,0,0,0,57,0,0,0,EG,2025-02-15,22:38:00
2502152235-01,2025,02,15,2025-02-15,22:35:00,3,MS,28,0,70.0000,0,0,3000,0,34.2780,-88.4000,34.2780,-88.4000,0,0,0,0,0,57,0,0,0,EG,2025-02-15,22:40:00
2502152237-01,2025,02,15,2025-02-15,22:37:00,3,MS,28,0,50.0000,0,0,2000,0,33.3930,-89.0554,33.3930,-89.0554,0,0,0,0,0,105,0,0,0,EG,2025-02-15,22:37:00
2502152242-01,2025,02,15,2025-02-15,22:42:00,3,MS,28,0,50.0000,0,0,5000,0,32.7800,-89.6100,32.7694,-89.5925,0,0,0,0,0,79,0,0,0,EG,2025-02-15,22:44:00
2502152242-02,2025,02,15,2025-02-15,22:42:00,3,MS,28,0,53.0000,0,0,12000,0,32.0094,-90.0101,31.9600,-89.8700,0,0,0,0,0,127,0,0,0,EG,2025-02-15,22:55:00
2502152243-01,2025,02,15,2025-02-15,22:43:00,3,MS,28,0,70.0000,0,0,3000,0,34.3580,-88.2840,34.3580,-88.2840,0,0,0,0,0,57,0,0,0,EG,2025-02-15,22:48:00
2502152245-01,2025,02,15,2025-02-15,22:45:00,3,MS,28,0,50.0000,0,0,5000,0,31.6780,-90.5287,31.6425,-90.4573,0,0,0,0,0,85,0,0,0,EG,2025-02-15,22:50:00
2502152250-01,2025,02,15,2025-02-15,22:50:00,3,MS,28,0,53.0000,0,0,3000,0,33.2195,-89.0417,33.2195,-89.0417,0,0,0,0,0,159,0,0,0,EG,2025-02-15,22:50:00
2502152251-01,2025,02,15,2025-02-15,22:51:00,3,MS,28,0,50.0000,0,0,15000,0,33.4713,-88.8099,33.4362,-88.8106,0,0,0,0,0,105,0,0,0,EG,2025-02-15,22:53:00
2502152254-01,2025,02,15,2025-02-15,22:54:00,3,MS,28,0,50.0000,0,0,40000,0,32.7279,-89.5481,32.7387,-89.5415,0,0,0,0,0,79,0,0,0,EG,2025-02-15,22:54:00
2502152255-01,2025,02,15,2025-02-15,22:55:00,3,MS,28,0,53.0000,0,0,15000,0,32.4300,-89.6500,32.4300,-89.6500,0,0,0,0,0,123,0,0,0,EG,2025-02-15,22:56:00
2502152256-01,2025,02,15,2025-02-15,22:56:00,3,AL,01,0,82.0000,0,0,10000,0,34.3580,-88.0410,34.3580,-88.0410,0,0,0,0,0,59,0,0,0,EG,2025-02-15,22:56:00
2502152257-01,2025,02,15,2025-02-15,22:57:00,3,AL,01,0,78.0000,0,0,25000,0,34.3585,-88.0395,34.3585,-88.0395,0,0,0,0,0,59,0,0,0,EG,2025-02-15,22:57:00
2502152257-02,2025,02,15,2025-02-15,22:57:00,3,AL,01,0,82.0000,0,0,75000,0,34.3590,-88.0383,34.3590,-88.0383,0,0,0,0,0,59,0,0,0,EG,2025-02-15,22:57:00
2502152258-01,2025,02,15,2025-02-15,22:58:00,3,AL,01,0,76.0000,0,0,5000,0,34.3619,-88.0339,34.3619,-88.0339,0,0,0,0,0,59,0,0,0,EG,2025-02-15,22:58:00
2502152300-01,2025,02,15,2025-02-15,23:00:00,3,KY,21,0,55.0000,0,0,0,0,36.7749,-85.8353,36.7749,-85.8353,0,0,0,0,0,171,0,0,0,EG,2025-02-15,23:00:00
2502152309-01,2025,02,15,2025-02-15,23:09:00,3,AL,01,0,52.0000,0,0,2000,0,34.8100,-87.6800,34.8100,-87.6800,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:09:00
2502152309-02,2025,02,15,2025-02-15,23:09:00,3,AL,01,0,52.0000,0,0,2000,0,34.8660,-87.7006,34.8660,-87.7006,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:09:00
2502152310-01,2025,02,15,2025-02-15,23:10:00,3,MS,28,0,50.0000,0,0,3000,0,33.0523,-88.8863,33.0523,-88.8863,0,0,0,0,0,159,0,0,0,EG,2025-02-15,23:10:00
2502152310-02,2025,02,15,2025-02-15,23:10:00,3,AL,01,0,43.0000,0,0,2000,0,34.8300,-87.6800,34.8300,-87.6800,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:10:00
2502152311-01,2025,02,15,2025-02-15,23:11:00,3,AL,01,0,61.0000,0,0,25000,0,34.7300,-87.7100,34.7300,-87.7100,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:11:00
2502152312-01,2025,02,15,2025-02-15,23:12:00,3,AL,01,0,61.0000,0,0,25000,0,34.7300,-87.7000,34.7300,-87.7000,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:12:00
2502152313-01,2025,02,15,2025-02-15,23:13:00,3,AL,01,0,70.0000,0,0,20000,0,34.4365,-87.7502,34.4365,-87.7502,0,0,0,0,0,59,0,0,0,EG,2025-02-15,23:13:00
2502152314-01,2025,02,15,2025-02-15,23:14:00,3,AL,01,0,76.0000,0,0,20000,0,34.4358,-87.7432,34.4358,-87.7432,0,0,0,0,0,59,0,0,0,EG,2025-02-15,23:14:00
2502152315-01,2025,02,15,2025-02-15,23:15:00,3,AL,01,0,43.0000,0,0,5000,0,34.8452,-87.5950,34.8452,-87.5950,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:15:00
2502152315-02,2025,02,15,2025-02-15,23:15:00,3,AL,01,0,52.0000,0,0,2000,0,34.9756,-87.5370,34.9756,-87.5370,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:15:00
2502152316-01,2025,02,15,2025-02-15,23:16:00,3,AL,01,0,52.0000,0,0,4000,0,34.7400,-87.6300,34.7400,-87.6300,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:16:00
2502152317-01,2025,02,15,2025-02-15,23:17:00,3,AL,01,0,43.0000,0,0,500,0,34.8464,-87.6605,34.8464,-87.6605,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:17:00
2502152317-02,2025,02,15,2025-02-15,23:17:00,3,AL,01,0,52.0000,0,0,10000,0,34.8500,-87.6800,34.8500,-87.6800,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:17:00
2502152317-03,2025,02,15,2025-02-15,23:17:00,3,AL,01,0,43.0000,0,0,2000,0,34.8301,-87.6798,34.8301,-87.6798,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:17:00
2502152317-04,2025,02,15,2025-02-15,23:17:00,3,AL,01,0,43.0000,0,0,10000,0,34.7346,-87.6583,34.7346,-87.6583,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:17:00
2502152317-05,2025,02,15,2025-02-15,23:17:00,3,AL,01,0,52.0000,0,0,0,0,34.7313,-87.6695,34.7313,-87.6695,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:17:00
2502152318-01,2025,02,15,2025-02-15,23:18:00,3,AL,01,0,52.0000,0,0,2000,0,34.8413,-87.6016,34.8413,-87.6016,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:18:00
2502152318-02,2025,02,15,2025-02-15,23:18:00,3,AL,01,0,52.0000,0,0,5000,0,34.7436,-87.6654,34.7436,-87.6654,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:18:00
2502152318-03,2025,02,15,2025-02-15,23:18:00,3,MS,28,0,53.0000,0,0,5000,0,33.5100,-88.3800,33.5100,-88.3800,0,0,0,0,0,87,0,0,0,EG,2025-02-15,23:18:00
2502152319-01,2025,02,15,2025-02-15,23:19:00,3,AL,01,0,43.0000,0,0,500,0,34.8411,-87.4044,34.8411,-87.4044,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:19:00
2502152319-02,2025,02,15,2025-02-15,23:19:00,3,AL,01,0,52.0000,0,0,2000,0,34.9344,-87.6542,34.9344,-87.6542,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:19:00
2502152320-01,2025,02,15,2025-02-15,23:20:00,3,AL,01,0,61.0000,0,0,2000,0,34.7397,-87.6400,34.7397,-87.6400,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:20:00
2502152320-02,2025,02,15,2025-02-15,23:20:00,3,MS,28,0,50.0000,0,0,2000,0,32.7200,-89.0700,32.6842,-89.0180,0,0,0,0,0,99,0,0,0,EG,2025-02-15,23:25:00
2502152321-01,2025,02,15,2025-02-15,23:21:00,3,AL,01,0,73.0000,0,0,0,0,34.7400,-87.6000,34.7400,-87.6000,0,0,0,0,0,33,0,0,0,MG,2025-02-15,23:21:00
2502152322-01,2025,02,15,2025-02-15,23:22:00,3,MS,28,0,60.0000,0,0,15000,0,32.6800,-89.1100,32.6800,-89.1100,0,0,0,0,0,99,0,0,0,EG,2025-02-15,23:22:00
2502152322-02,2025,02,15,2025-02-15,23:22:00,3,AL,01,0,64.0000,0,0,7500,0,34.4860,-87.6331,34.4860,-87.6331,0,0,0,0,0,59,0,0,0,EG,2025-02-15,23:22:00
2502152322-03,2025,02,15,2025-02-15,23:22:00,3,AL,01,0,43.0000,0,0,5000,0,34.8400,-87.5700,34.8400,-87.5700,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:22:00
2502152323-01,2025,02,15,2025-02-15,23:23:00,3,AL,01,0,50.0000,0,0,0,0,33.6503,-88.1564,33.6503,-88.1564,0,0,0,0,0,75,0,0,0,EG,2025-02-15,23:24:00
2502152323-02,2025,02,15,2025-02-15,23:23:00,3,AL,01,0,65.0000,0,0,10000,0,34.8500,-87.4100,34.8500,-87.4100,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:23:00
2502152323-03,2025,02,15,2025-02-15,23:23:00,3,AL,01,0,64.0000,0,0,1000,0,34.4970,-87.6270,34.4970,-87.6270,0,0,0,0,0,59,0,0,0,EG,2025-02-15,23:23:00
2502152325-01,2025,02,15,2025-02-15,23:25:00,3,AL,01,0,43.0000,0,0,500,0,34.8396,-87.4301,34.8396,-87.4301,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:25:00
2502152325-02,2025,02,15,2025-02-15,23:25:00,3,AL,01,0,52.0000,0,0,2000,0,34.8303,-87.4527,34.8303,-87.4527,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:25:00
2502152325-03,2025,02,15,2025-02-15,23:25:00,3,AL,01,0,52.0000,0,0,2000,0,34.8323,-87.4897,34.8323,-87.4897,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:25:00
2502152325-04,2025,02,15,2025-02-15,23:25:00,3,MS,28,0,50.0000,0,0,5000,0,33.1200,-88.5600,33.1200,-88.5600,0,0,0,0,0,103,0,0,0,EG,2025-02-15,23:25:00
2502152325-05,2025,02,15,2025-02-15,23:25:00,3,AL,01,0,43.0000,0,0,1000,0,34.8399,-87.5158,34.8399,-87.5158,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:25:00
2502152325-06,2025,02,15,2025-02-15,23:25:00,3,AL,01,0,43.0000,0,0,2000,0,34.8400,-87.5700,34.8400,-87.5700,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:25:00
2502152326-01,2025,02,15,2025-02-15,23:26:00,3,MS,28,0,50.0000,0,0,4000,0,32.4417,-89.1077,32.4396,-89.1037,0,0,0,0,0,101,0,0,0,EG,2025-02-15,23:26:00
2502152326-02,2025,02,15,2025-02-15,23:26:00,3,AL,01,0,52.0000,0,0,5000,0,34.7279,-87.6868,34.7279,-87.6868,0,0,0,0,0,33,0,0,0,EG,2025-02-15,23:26:00
2502152326-03,2025,02,15,2025-02-15,23:26:00,3,AL,01,0,50.0000,0,0,0,0,34.2715,-87.7021,34.2715,-87.7021,0,0,0,0,0,93,0,0,0,EG,2025-02-15,23:29:00
2502152327-01,2025,02,15,2025-02-15,23:27:00,3,AL,01,0,43.0000,0,0,2000,0,34.9800,-87.5400,34.9800,-87.5400,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:27:00
2502152329-01,2025,02,15,2025-02-15,23:29:00,3,AL,01,0,52.0000,0,0,2000,0,34.8406,-87.4608,34.8406,-87.4608,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:29:00
2502152329-02,2025,02,15,2025-02-15,23:29:00,3,AL,01,0,61.0000,0,0,3000,0,34.9000,-87.4300,34.9000,-87.4300,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:29:00
2502152330-01,2025,02,15,2025-02-15,23:30:00,3,MS,28,0,50.0000,0,0,5000,0,31.6000,-89.8700,31.6000,-89.8700,0,0,0,0,0,65,0,0,0,EG,2025-02-15,23:30:00
2502152330-02,2025,02,15,2025-02-15,23:30:00,3,MS,28,0,55.0000,0,0,12000,0,31.7600,-89.6600,31.7600,-89.6600,0,0,0,0,0,31,0,0,0,EG,2025-02-15,23:30:00
2502152331-01,2025,02,15,2025-02-15,23:31:00,3,AL,01,0,52.0000,0,0,1000,0,34.5375,-87.5015,34.5375,-87.5015,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:31:00
2502152332-01,2025,02,15,2025-02-15,23:32:00,3,AL,01,0,52.0000,0,0,1000,0,34.5484,-87.4710,34.5484,-87.4710,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:32:00
2502152332-02,2025,02,15,2025-02-15,23:32:00,3,AL,01,0,52.0000,0,0,1000,0,34.5412,-87.4859,34.5412,-87.4859,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:32:00
2502152332-03,2025,02,15,2025-02-15,23:32:00,3,AL,01,0,64.0000,0,0,5000,0,34.5703,-87.4103,34.5703,-87.4103,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:32:00
2502152333-01,2025,02,15,2025-02-15,23:33:00,3,AL,01,0,52.0000,0,0,2000,0,34.5362,-87.4701,34.5362,-87.4701,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:33:00
2502152335-01,2025,02,15,2025-02-15,23:35:00,3,AL,01,0,65.0000,0,0,15000,0,34.5515,-87.4926,34.5515,-87.4926,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:35:00
2502152336-01,2025,02,15,2025-02-15,23:36:00,3,AL,01,0,52.0000,0,0,1000,0,34.5615,-87.4091,34.5615,-87.4091,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:36:00
2502152337-01,2025,02,15,2025-02-15,23:37:00,3,AL,01,0,52.0000,0,0,0,0,33.6851,-87.8289,33.6851,-87.8289,0,0,0,0,0,57,0,0,0,EG,2025-02-15,23:58:00
2502152338-01,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,82.0000,0,0,10000,0,34.5706,-87.4182,34.5706,-87.4182,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-02,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,61.0000,0,0,1000,0,34.5638,-87.4242,34.5638,-87.4242,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-03,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,76.0000,0,0,5000,0,34.5641,-87.4263,34.5641,-87.4263,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-04,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,52.0000,0,0,1000,0,34.5786,-87.4053,34.5786,-87.4053,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-05,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,52.0000,0,0,2000,0,34.5794,-87.4238,34.5794,-87.4238,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-06,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,65.0000,0,0,5000,0,34.5639,-87.4241,34.5639,-87.4241,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-07,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,65.0000,0,0,5000,0,34.5683,-87.4159,34.5683,-87.4159,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:38:00
2502152338-08,2025,02,15,2025-02-15,23:38:00,3,AL,01,0,50.0000,0,0,0,0,34.2200,-87.6300,34.2200,-87.6300,0,0,0,0,0,133,0,0,0,EG,2025-02-15,23:39:00
2502152339-01,2025,02,15,2025-02-15,23:39:00,3,AL,01,0,52.0000,0,0,3000,0,34.8202,-87.2680,34.8202,-87.2680,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:39:00
2502152339-02,2025,02,15,2025-02-15,23:39:00,3,AL,01,0,61.0000,0,0,10000,0,34.8267,-87.2958,34.8267,-87.2958,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:39:00
2502152339-03,2025,02,15,2025-02-15,23:39:00,3,AL,01,0,52.0000,0,0,2000,0,34.5802,-87.4007,34.5802,-87.4007,0,0,0,0,0,79,0,0,0,EG,2025-02-15,23:39:00
2502152339-04,2025,02,15,2025-02-15,23:39:00,3,AL,01,0,52.0000,0,0,2000,0,34.8486,-87.3465,34.8486,-87.3465,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:39:00
2502152340-01,2025,02,15,2025-02-15,23:40:00,3,TN,47,0,43.0000,0,0,25000,0,35.0100,-87.3000,35.0100,-87.3000,0,0,0,0,0,99,0,0,0,EG,2025-02-15,23:40:00
2502152340-02,2025,02,15,2025-02-15,23:40:00,3,MS,28,0,53.0000,0,0,7000,0,31.9800,-89.2800,32.1238,-89.1523,0,0,0,0,0,61,0,0,0,EG,2025-02-15,23:45:00
2502152342-01,2025,02,15,2025-02-15,23:42:00,3,AL,01,0,61.0000,0,0,2000,0,34.8258,-87.2936,34.8258,-87.2936,0,0,0,0,0,77,0,0,0,EG,2025-02-15,23:42:00
2502152344-01,2025,02,15,2025-02-15,23:44:00,3,AL,01,0,50.0000,0,0,0,0,33.4000,-88.0800,33.4000,-88.0800,0,0,0,0,0,107,0,0,0,EG,2025-02-15,23:45:00
2502152346-01,2025,02,15,2025-02-15,23:46:00,3,MS,28,0,55.0000,0,0,18000,0,32.7100,-88.6500,32.7100,-88.6500,0,0,0,0,0,69,0,0,0,EG,2025-02-15,23:50:00
2502152349-01,2025,02,15,2025-02-15,23:49:00,3,AL,01,0,52.0000,0,0,0,0,34.2839,-87.4024,34.2839,-87.4024,0,0,0,0,0,133,0,0,0,EG,2025-02-15,23:52:00
2502152350-01,2025,02,15,2025-02-15,23:50:00,3,MS,28,0,55.0000,0,0,150000,0,32.3700,-88.7000,32.3700,-88.7000,0,0,0,0,0,75,0,0,0,EG,2025-02-15,23:55:00
2502152350-02,2025,02,15,2025-02-15,23:50:00,3,AL,01,0,52.0000,0,0,3000,0,34.8603,-87.1809,34.8603,-87.1809,0,0,0,0,0,83,0,0,0,EG,2025-02-15,23:50:00
2502152350-03,2025,02,15,2025-02-15,23:50:00,3,AL,01,0,52.0000,0,0,3000,0,34.8317,-87.1693,34.8317,-87.1693,0,0,0,0,0,83,0,0,0,EG,2025-02-15,23:50:00
2502152351-01,2025,02,15,2025-02-15,23:51:00,3,AL,01,0,52.0000,0,0,3000,0,34.8693,-87.1497,34.8693,-87.1497,0,0,0,0,0,83,0,0,0,EG,2025-02-15,23:51:00
2502152352-01,2025,02,15,2025-02-15,23:52:00,3,AL,01,0,52.0000,0,0,3000,0,34.8903,-87.1441,34.8903,-87.1441,0,0,0,0,0,83,0,0,0,EG,2025-02-15,23:52:00
2502152355-01,2025,02,15,2025-02-15,23:55:00,3,MS,28,0,51.0000,0,0,0,0,32.3400,-88.7500,32.3400,-88.7500,0,0,0,0,0,75,0,0,0,MG,2025-02-15,23:55:00
2502152355-02,2025,02,15,2025-02-15,23:55:00,3,MS,28,0,52.0000,0,0,3000,0,31.1400,-90.1500,31.1400,-90.1500,0,0,0,0,0,147,0,0,0,EG,2025-02-15,23:55:00
2502152358-01,2025,02,15,2025-02-15,23:58:00,3,AL,01,0,52.0000,0,0,3000,0,34.8712,-87.0165,34.8712,-87.0165,0,0,0,0,0,83,0,0,0,EG,2025-02-15,23:58:00
2502160000-01,2025,02,16,2025-02-16,00:00:00,3,KY,21,0,50.0000,0,0,0,0,37.6201,-84.1142,37.6201,-84.1142,0,0,0,0,0,65,0,0,0,EG,2025-02-16,00:00:00
2502160002-01,2025,02,16,2025-02-16,00:02:00,3,MS,28,0,58.0000,0,0,0,0,32.5300,-88.5700,32.5300,-88.5700,0,0,0,0,0,75,0,0,0,MG,2025-02-16,00:02:00
2502160004-01,2025,02,16,2025-02-16,00:04:00,3,MS,28,0,55.0000,0,0,10000,0,32.3013,-88.6286,32.3013,-88.6286,0,0,0,0,0,75,0,0,0,EG,2025-02-16,00:04:00
2502160004-02,2025,02,16,2025-02-16,00:04:00,3,AL,01,0,52.0000,0,0,2000,0,34.8696,-87.0302,34.8696,-87.0302,0,0,0,0,0,83,0,0,0,EG,2025-02-16,00:04:00
2502160009-01,2025,02,16,2025-02-16,00:09:00,3,AL,01,0,53.0000,0,0,0,0,34.6583,-86.9436,34.6583,-86.9436,0,0,0,0,0,83,0,0,0,MG,2025-02-16,00:09:00
2502160010-01,2025,02,16,2025-02-16,00:10:00,3,AL,01,0,52.0000,0,0,0,0,32.4900,-88.2900,32.4900,-88.2900,0,0,0,0,0,119,0,0,0,EG,2025-02-16,00:32:00
