om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,mt,edat,etime
2511091657-01,2025,11,09,2025-11-09,16:57:00,3,GA,13,0,50.0000,0,0,3000,0,31.0000,-82.1300,31.0000,-82.1300,0,0,0,0,0,49,0,0,0,EG,2025-11-09,16:57:00
2511091720-01,2025,11,09,2025-11-09,17:20:00,3,GA,13,0,45.0000,0,0,1000,0,31.1300,-81.8600,31.1300,-81.8600,0,0,0,0,0,25,0,0,0,EG,2025-11-09,17:20:00
2511092006-01,2025,11,09,2025-11-09,20:06:00,3,VA,51,0,50.0000,0,0,1000,0,37.4200,-76.8900,37.4200,-76.8900,0,0,0,0,0,95,0,0,0,EG,2025-11-09,20:06:00
2511092012-01,2025,11,09,2025-11-09,20:12:00,3,VA,51,0,50.0000,0,0,1000,0,37.4000,-76.7900,37.4000,-76.7900,0,0,0,0,0,95,0,0,0,EG,2025-11-09,20:12:00
2511092012-02,2025,11,09,2025-11-09,20:12:00,3,VA,51,0,50.0000,0,0,3500,0,37.3900,-76.7400,37.3900,-76.7400,0,0,0,0,0,95,0,0,0,EG,2025-11-09,20:12:00
2511092015-01,2025,11,09,2025-11-09,20:15:00,3,VA,51,0,50.0000,0,0,1000,0,37.3100,-76.6800,37.3100,-76.6800,0,0,0,0,0,199,0,0,0,EG,2025-11-09,20:15:00
2511152205-01,2025,11,15,2025-11-15,22:05:00,3,WV,54,0,50.0000,0,0,3000,0,39.1400,-80.5700,39.1400,-80.5700,0,0,0,0,0,41,0,0,0,EG,2025-11-15,22:05:00
2511152230-01,2025,11,15,2025-11-15,22:30:00,3,WV,54,0,50.0000,0,0,3000,0,38.5800,-80.9800,38.5800,-80.9800,0,0,0,0,0,15,0,0,0,EG,2025-11-15,22:30:00
2511152325-01,2025,11,15,2025-11-15,23:25:00,3,WV,54,0,45.0000,0,0,1500,0,38.3900,-82.3400,38.3900,-82.3400,0,0,0,0,0,11,0,0,0,EG,2025-11-15,23:25:00
2511152325-02,2025,11,15,2025-11-15,23:25:00,3,WV,54,0,45.0000,0,0,1000,0,38.1400,-82.5500,38.1400,-82.5500,0,0,0,0,0,99,0,0,0,EG,2025-11-15,23:25:00
2511152330-01,2025,11,15,2025-11-15,23:30:00,3,WV,54,0,50.0000,0,0,3000,0,38.2700,-82.4200,38.2800,-82.4200,0,0,0,0,0,99,0,0,0,EG,2025-11-15,23:30:00
2511152340-01,2025,11,15,2025-11-15,23:40:00,3,WV,54,0,50.0000,0,0,3000,0,38.3600,-81.5000,38.3600,-81.5000,0,0,0,0,0,39,0,0,0,EG,2025-11-15,23:40:00
2511152350-01,2025,11,15,2025-11-15,23:50:00,3,WV,54,0,45.0000,0,0,1000,0,38.1800,-81.1000,38.1800,-81.1000,0,0,0,0,0,19,0,0,0,EG,2025-11-15,23:50:00
2511161300-01,2025,11,16,2025-11-16,13:00:00,3,CA,06,0,50.0000,0,0,0,0,33.5000,-117.6600,33.5000,-117.6600,0,0,0,0,0,59,0,0,0,EG,2025-11-16,13:00:00
2511181823-01,2025,11,18,2025-11-18,18:23:00,3,MO,29,0,53.0000,0,0,0,0,36.6200,-89.2300,36.6200,-89.2300,0,0,0,0,0,133,0,0,0,MG,2025-11-18,18:23:00
2511191830-01,2025,11,19,2025-11-19,18:30:00,3,AZ,04,0,35.0000,0,0,2000,0,33.5389,-112.1641,33.5389,-112.1641,0,0,0,0,0,13,0,0,0,EG,2025-11-19,18:30:00
2511191840-01,2025,11,19,2025-11-19,18:40:00,3,AZ,04,0,35.0000,0,0,2000,0,33.5472,-112.1133,33.5472,-112.1133,0,0,0,0,0,13,0,0,0,EG,2025-11-19,18:40:00
2511191850-01,2025,11,19,2025-11-19,18:50:00,3,AZ,04,0,35.0000,0,0,1000,0,33.6476,-112.0656,33.6476,-112.0656,0,0,0,0,0,13,0,0,0,EG,2025-11-19,18:50:00
2511192109-01,2025,11,19,2025-11-19,21:09:00,3,OK,40,0,54.0000,0,0,0,0,34.5507,-98.3142,34.5507,-98.3142,0,0,0,0,0,31,0,0,0,MG,2025-11-19,21:09:00
2511201329-01,2025,11,20,2025-11-20,13:29:00,3,TX,48,0,52.0000,0,0,0,0,31.5000,-103.2300,31.5000,-103.2300,0,0,0,0,0,475,0,0,0,MG,2025-11-20,13:39:00
2511201401-01,2025,11,20,2025-11-20,14:01:00,3,TX,48,0,52.0000,0,0,0,0,33.5221,-102.3700,33.5221,-102.3700,0,0,0,0,0,219,0,0,0,MG,2025-11-20,14:01:00
2511201426-01,2025,11,20,2025-11-20,14:26:00,3,TX,48,0,54.0000,0,0,0,0,33.6000,-102.0500,33.6000,-102.0500,0,0,0,0,0,303,0,0,0,MG,2025-11-20,14:27:00
2511201433-01,2025,11,20,2025-11-20,14:33:00,3,TX,48,0,50.0000,0,0,0,0,32.7100,-101.9400,32.7100,-101.9400,0,0,0,0,0,115,0,0,0,MG,2025-11-20,14:34:00
2511201444-01,2025,11,20,2025-11-20,14:44:00,3,TX,48,0,58.0000,0,0,0,0,33.6700,-101.8200,33.6700,-101.8200,0,0,0,0,0,303,0,0,0,MG,2025-11-20,14:44:00
2511201445-01,2025,11,20,2025-11-20,14:45:00,3,TX,48,0,52.0000,0,0,0,0,31.9800,-102.3000,31.9800,-102.3000,0,0,0,0,0,135,0,0,0,MG,2025-11-20,15:00:00
2511201450-01,2025,11,20,2025-11-20,14:50:00,3,TX,48,0,51.0000,0,0,0,0,31.9500,-102.2000,31.9500,-102.2000,0,0,0,0,0,329,0,0,0,MG,2025-11-20,15:00:00
2511201458-01,2025,11,20,2025-11-20,14:58:00,3,TX,48,0,53.0000,0,0,0,0,32.3100,-102.0100,32.3100,-102.0100,0,0,0,0,0,317,0,0,0,MG,2025-11-20,14:59:00
2511201518-01,2025,11,20,2025-11-20,15:18:00,3,TX,48,0,63.0000,0,0,0,0,33.6698,-101.3677,33.6698,-101.3677,0,0,0,0,0,107,0,0,0,MG,2025-11-20,15:18:00
2511201533-01,2025,11,20,2025-11-20,15:33:00,3,TX,48,0,54.0000,0,0,0,0,34.5411,-101.7375,34.5411,-101.7375,0,0,0,0,0,437,0,0,0,MG,2025-11-20,15:35:00
2511201556-01,2025,11,20,2025-11-20,15:56:00,3,TX,48,0,56.0000,0,0,0,0,34.4312,-101.1865,34.4312,-101.1865,0,0,0,0,0,45,0,0,0,MG,2025-11-20,15:56:00
2511201635-01,2025,11,20,2025-11-20,16:35:00,3,TX,48,0,55.0000,0,0,5000,0,31.4300,-97.1000,31.4300,-97.1000,0,0,0,0,0,309,0,0,0,EG,2025-11-20,16:35:00
2511201644-01,2025,11,20,2025-11-20,16:44:00,3,TX,48,0,55.0000,0,0,0,0,31.5300,-96.9900,31.5300,-96.9900,0,0,0,0,0,309,0,0,0,EG,2025-11-20,16:44:00
2511201645-01,2025,11,20,2025-11-20,16:45:00,3,TX,48,0,60.0000,0,0,50000,0,31.5300,-96.9700,31.5300,-96.9700,0,0,0,0,0,309,0,0,0,EG,2025-11-20,16:45:00
2511201645-02,2025,11,20,2025-11-20,16:45:00,3,TX,48,0,55.0000,0,0,10000,0,31.5500,-96.9500,31.5500,-96.9500,0,0,0,0,0,309,0,0,0,EG,2025-11-20,16:45:00
2511202010-01,2025,11,20,2025-11-20,20:10:00,3,TX,48,0,55.0000,0,0,0,0,31.7500,-95.6700,31.7500,-95.6700,0,0,0,0,0,1,0,0,0,EG,2025-11-20,20:10:00
2511241309-01,2025,11,24,2025-11-24,13:09:00,3,MT,30,0,51.0000,0,0,0,0,45.7800,-111.1700,45.7800,-111.1700,0,0,0,0,0,31,0,0,0,MG,2025-11-24,13:09:00
2511241356-01,2025,11,24,2025-11-24,13:56:00,3,MT,30,0,51.0000,0,0,0,0,45.7800,-111.1700,45.7800,-111.1700,0,0,0,0,0,31,0,0,0,MG,2025-11-24,13:56:00
2511241730-01,2025,11,24,2025-11-24,17:30:00,3,TX,48,0,52.0000,0,0,0,0,32.6000,-94.4700,32.6000,-94.4700,0,0,0,0,0,203,0,0,0,EG,2025-11-24,17:30:00
2511242030-01,2025,11,24,2025-11-24,20:30:00,3,LA,22,0,52.0000,0,0,0,0,32.7200,-93.2600,32.7200,-93.2600,0,0,0,0,0,119,0,0,0,EG,2025-11-24,20:30:00
2511250138-01,2025,11,25,2025-11-25,01:38:00,3,MS,28,0,55.0000,0,0,0,0,32.3200,-90.8500,32.3200,-90.8500,0,0,0,0,0,149,0,0,0,EG,2025-11-25,01:41:00
2511250219-01,2025,11,25,2025-11-25,02:19:00,3,MS,28,0,50.0000,0,0,0,0,32.2570,-90.4260,32.2570,-90.4260,0,0,0,0,0,49,0,0,0,EG,2025-11-25,02:19:00
2511250400-01,2025,11,25,2025-11-25,04:00:00,3,AL,01,0,52.0000,0,0,0,0,33.8300,-87.2800,33.8300,-87.2800,0,0,0,0,0,127,0,0,0,EG,2025-11-25,04:25:00
2511250401-01,2025,11,25,2025-11-25,04:01:00,3,AL,01,0,52.0000,0,0,0,0,33.7100,-87.3900,33.7100,-87.3900,0,0,0,0,0,127,0,0,0,EG,2025-11-25,04:05:00
2511250409-01,2025,11,25,2025-11-25,04:09:00,3,MS,28,0,50.0000,0,0,0,0,32.5100,-88.9600,32.5100,-88.9600,0,0,0,0,0,101,0,0,0,EG,2025-11-25,04:09:00
2511250425-01,2025,11,25,2025-11-25,04:25:00,3,AL,01,0,56.0000,0,0,0,0,33.5500,-87.1100,33.5500,-87.1100,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:32:00
2511250432-01,2025,11,25,2025-11-25,04:32:00,3,AL,01,0,43.0000,0,0,1000,0,33.9091,-86.9640,33.9091,-86.9640,0,0,0,0,0,43,0,0,0,EG,2025-11-25,04:32:00
2511250432-02,2025,11,25,2025-11-25,04:32:00,3,AL,01,0,43.0000,0,0,1000,0,34.1157,-87.0130,34.1157,-87.0130,0,0,0,0,0,43,0,0,0,EG,2025-11-25,04:32:00
2511250433-01,2025,11,25,2025-11-25,04:33:00,3,AL,01,0,43.0000,0,0,1000,0,34.0931,-86.9504,34.0931,-86.9504,0,0,0,0,0,43,0,0,0,EG,2025-11-25,04:33:00
2511250434-01,2025,11,25,2025-11-25,04:34:00,3,AL,01,0,52.0000,0,0,0,0,33.6000,-86.9600,33.6000,-86.9600,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:37:00
2511250442-01,2025,11,25,2025-11-25,04:42:00,3,AL,01,0,52.0000,0,0,0,0,33.5100,-86.8900,33.5100,-86.8900,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:45:00
2511250442-02,2025,11,25,2025-11-25,04:42:00,3,AL,01,0,52.0000,0,0,0,0,33.6600,-86.8100,33.6600,-86.8100,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:45:00
2511250444-01,2025,11,25,2025-11-25,04:44:00,3,AL,01,0,52.0000,0,0,0,0,33.6300,-86.8100,33.6300,-86.8100,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:47:00
2511250445-01,2025,11,25,2025-11-25,04:45:00,3,LA,22,0,50.0000,0,0,0,0,30.3200,-89.9200,30.3200,-89.9200,0,0,0,0,0,103,0,0,0,EG,2025-11-25,04:45:00
2511250447-01,2025,11,25,2025-11-25,04:47:00,3,AL,01,0,43.0000,0,0,1000,0,34.0621,-86.7577,34.0621,-86.7577,0,0,0,0,0,43,0,0,0,EG,2025-11-25,04:47:00
2511250448-01,2025,11,25,2025-11-25,04:48:00,3,AL,01,0,52.0000,0,0,0,0,33.7518,-86.7109,33.7518,-86.7109,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:52:00
2511250450-01,2025,11,25,2025-11-25,04:50:00,3,AL,01,0,52.0000,0,0,0,0,33.5641,-86.7805,33.5641,-86.7805,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:53:00
2511250453-01,2025,11,25,2025-11-25,04:53:00,3,AL,01,0,50.0000,0,0,0,0,33.6528,-86.6346,33.6528,-86.6346,0,0,0,0,0,73,0,0,0,EG,2025-11-25,04:58:00
2511250501-01,2025,11,25,2025-11-25,05:01:00,3,AL,01,0,52.0000,0,0,0,0,33.5475,-86.5449,33.5475,-86.5449,0,0,0,0,0,73,0,0,0,EG,2025-11-25,05:08:00
2511250509-01,2025,11,25,2025-11-25,05:09:00,3,AL,01,0,52.0000,0,0,0,0,34.0867,-86.4275,34.0867,-86.4275,0,0,0,0,0,9,0,0,0,EG,2025-11-25,05:13:00
2511250514-01,2025,11,25,2025-11-25,05:14:00,3,AL,01,0,52.0000,0,0,0,0,34.0264,-86.3262,34.0264,-86.3262,0,0,0,0,0,55,0,0,0,EG,2025-11-25,05:19:00
2511250523-01,2025,11,25,2025-11-25,05:23:00,3,AL,01,0,50.0000,0,0,0,0,33.5794,-86.2372,33.5794,-86.2372,0,0,0,0,0,115,0,0,0,EG,2025-11-25,05:24:00
2511250524-01,2025,11,25,2025-11-25,05:24:00,3,AL,01,0,43.0000,0,0,1000,0,34.2207,-86.3767,34.2207,-86.3767,0,0,0,0,0,95,0,0,0,EG,2025-11-25,05:24:00
2511250532-01,2025,11,25,2025-11-25,05:32:00,3,AL,01,0,52.0000,0,0,0,0,33.8242,-85.9864,33.8242,-85.9864,0,0,0,0,0,15,0,0,0,EG,2025-11-25,05:36:00
2511250535-01,2025,11,25,2025-11-25,05:35:00,3,AL,01,0,50.0000,0,0,0,0,33.7513,-85.8140,33.7513,-85.8140,0,0,0,0,0,15,0,0,0,EG,2025-11-25,05:55:00
2511250553-01,2025,11,25,2025-11-25,05:53:00,3,AL,01,0,50.0000,0,0,0,0,34.1284,-85.6421,34.1284,-85.6421,0,0,0,0,0,19,0,0,0,EG,2025-11-25,06:01:00
2511250607-01,2025,11,25,2025-11-25,06:07:00,3,AL,01,0,52.0000,0,0,0,0,33.6465,-85.5870,33.6465,-85.5870,0,0,0,0,0,29,0,0,0,EG,2025-11-25,06:10:00
2511250630-01,2025,11,25,2025-11-25,06:30:00,3,GA,13,0,52.0000,0,0,1000,0,34.0400,-85.1600,34.0400,-85.1600,0,0,0,0,0,233,0,0,0,EG,2025-11-25,06:32:00
2511250635-01,2025,11,25,2025-11-25,06:35:00,3,GA,13,0,52.0000,0,0,1000,0,34.0037,-85.1408,34.0037,-85.1408,0,0,0,0,0,233,0,0,0,EG,2025-11-25,06:37:00
2511250645-01,2025,11,25,2025-11-25,06:45:00,3,GA,13,0,52.0000,0,0,1000,0,34.1000,-85.0000,34.1000,-85.0000,0,0,0,0,0,15,0,0,0,EG,2025-11-25,06:47:00
2511250730-01,2025,11,25,2025-11-25,07:30:00,3,GA,13,0,39.0000,0,0,1000,0,34.0461,-84.2527,34.0461,-84.2527,0,0,0,0,0,121,0,0,0,EG,2025-11-25,07:32:00
2511251408-01,2025,11,25,2025-11-25,14:08:00,3,AL,01,0,50.0000,0,0,0,0,32.6065,-85.8033,32.6065,-85.8033,0,0,0,0,0,123,0,0,0,EG,2025-11-25,14:09:00
2511251448-01,2025,11,25,2025-11-25,14:48:00,3,AL,01,0,50.0000,0,0,0,0,33.4300,-86.8100,33.4300,-86.8100,0,0,0,0,0,73,0,0,0,EG,2025-11-25,14:52:00
2511261646-01,2025,11,26,2025-11-26,16:46:00,3,NJ,34,0,55.0000,0,0,30000,0,39.7345,-75.4194,39.7348,-75.4187,0,0,0,0,0,33,0,0,0,EG,2025-11-26,16:47:00
2512020556-01,2025,12,02,2025-12-02,05:56:00,3,FL,12,0,50.0000,0,0,1000,0,29.7600,-85.4000,29.7600,-85.4000,0,0,0,0,0,45,0,0,0,EG,2025-12-02,05:56:00
2512170746-01,2025,12,17,2025-12-17,07:46:00,3,ID,16,0,66.0000,0,0,0,0,45.0951,-116.7491,45.0951,-116.7491,0,0,0,0,0,3,0,0,0,MG,2025-12-17,07:46:00
2512170754-01,2025,12,17,2025-12-17,07:54:00,3,ID,16,0,57.0000,0,0,0,0,44.8941,-116.0998,44.8941,-116.0998,0,0,0,0,0,85,0,0,0,MG,2025-12-17,07:54:00
2512170800-01,2025,12,17,2025-12-17,08:00:00,3,ID,16,0,56.0000,0,0,200000,0,44.9001,-116.1091,44.9001,-116.1091,0,0,0,0,0,85,0,0,0,EG,2025-12-17,08:00:00
2512170800-02,2025,12,17,2025-12-17,08:00:00,3,ID,16,0,56.0000,0,0,0,0,42.4909,-114.4405,42.4909,-114.4405,0,0,0,0,0,83,0,0,0,EG,2025-12-17,08:00:00
2512170830-01,2025,12,17,2025-12-17,08:30:00,3,ID,16,0,52.0000,0,0,0,0,44.7158,-116.0945,44.7158,-116.0945,0,0,0,0,0,85,0,0,0,EG,2025-12-17,08:30:00
2512170900-01,2025,12,17,2025-12-17,09:00:00,3,ID,16,0,70.0000,0,0,0,0,44.7869,-115.5208,44.7869,-115.5208,0,0,0,0,0,85,0,0,0,EG,2025-12-17,09:00:00
2512170907-01,2025,12,17,2025-12-17,09:07:00,3,ID,16,0,52.0000,0,0,0,0,43.0498,-115.8666,43.0498,-115.8666,0,0,0,0,0,39,0,0,0,MG,2025-12-17,09:07:00
2512170910-01,2025,12,17,2025-12-17,09:10:00,3,ID,16,0,61.0000,0,0,0,0,44.9015,-116.1069,44.9015,-116.1069,0,0,0,0,0,85,0,0,0,EG,2025-12-17,09:10:00
2512171000-01,2025,12,17,2025-12-17,10:00:00,3,ID,16,0,54.0000,0,0,0,0,42.7239,-114.4429,42.7239,-114.4429,0,0,0,0,0,53,0,0,0,MG,2025-12-17,10:00:00
2512171000-02,2025,12,17,2025-12-17,10:00:00,3,ID,16,0,65.0000,0,0,8000,0,42.8379,-114.5257,42.8379,-114.5257,0,0,0,0,0,63,0,0,0,EG,2025-12-17,10:15:00
2512171003-01,2025,12,17,2025-12-17,10:03:00,3,ID,16,0,55.0000,0,0,0,0,42.7273,-114.4538,42.7273,-114.4538,0,0,0,0,0,53,0,0,0,MG,2025-12-17,10:03:00
2512171015-01,2025,12,17,2025-12-17,10:15:00,3,ID,16,0,57.0000,0,0,0,0,42.5749,-114.1447,42.5749,-114.1447,0,0,0,0,0,1,0,0,0,MG,2025-12-17,10:15:00
2512171024-01,2025,12,17,2025-12-17,10:24:00,3,ID,16,0,68.0000,0,0,0,0,42.6601,-113.6474,42.6601,-113.6474,0,0,0,0,0,67,0,0,0,MG,2025-12-17,10:35:00
2512171025-01,2025,12,17,2025-12-17,10:25:00,3,ID,16,0,61.0000,0,0,8000,0,42.7500,-113.7165,42.7500,-113.7165,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:35:00
2512171030-01,2025,12,17,2025-12-17,10:30:00,3,ID,16,0,61.0000,0,0,16000,0,42.6089,-113.7063,42.6089,-113.7063,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:40:00
2512171030-02,2025,12,17,2025-12-17,10:30:00,3,ID,16,0,61.0000,0,0,2500,0,42.6000,-113.7700,42.6000,-113.7700,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:40:00
2512171030-03,2025,12,17,2025-12-17,10:30:00,3,ID,16,0,61.0000,0,0,3000,0,42.6200,-113.6700,42.6200,-113.6700,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:40:00
2512171030-04,2025,12,17,2025-12-17,10:30:00,3,ID,16,0,61.0000,0,0,1000,0,42.6700,-113.5800,42.6700,-113.5800,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:40:00
2512171030-05,2025,12,17,2025-12-17,10:30:00,3,ID,16,0,52.0000,1,0,0,0,42.5788,-114.5740,42.5788,-114.5740,0,0,0,0,0,83,0,0,0,EG,2025-12-17,10:30:00
2512171033-01,2025,12,17,2025-12-17,10:33:00,3,ID,16,0,61.0000,0,0,1000,0,42.5905,-113.7778,42.5905,-113.7778,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:45:00
2512171033-02,2025,12,17,2025-12-17,10:33:00,3,ID,16,0,61.0000,0,0,1000,0,42.5711,-113.7700,42.5711,-113.7700,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:45:00
2512171035-01,2025,12,17,2025-12-17,10:35:00,3,ID,16,0,59.0000,0,0,2000,0,42.7193,-113.5218,42.7193,-113.5218,0,0,0,0,0,67,0,0,0,MG,2025-12-17,10:45:00
2512171035-02,2025,12,17,2025-12-17,10:35:00,3,ID,16,0,61.0000,0,0,6000,0,42.5791,-113.6144,42.5791,-113.6144,0,0,0,0,0,67,0,0,0,EG,2025-12-17,10:45:00
2512171045-01,2025,12,17,2025-12-17,10:45:00,3,ID,16,0,61.0000,0,0,36000,0,42.4779,-113.3800,42.4779,-113.3800,0,0,0,0,0,31,0,0,0,EG,2025-12-17,11:00:00
2512171045-02,2025,12,17,2025-12-17,10:45:00,3,ID,16,0,61.0000,0,0,5000,0,42.8243,-112.9758,42.8243,-112.9758,0,0,0,0,0,77,0,0,0,EG,2025-12-17,11:00:00
2512171046-01,2025,12,17,2025-12-17,10:46:00,3,ID,16,0,59.0000,0,0,0,0,42.4787,-114.4794,42.4787,-114.4794,0,0,0,0,0,83,0,0,0,MG,2025-12-17,10:46:00
2512171048-01,2025,12,17,2025-12-17,10:48:00,3,ID,16,0,61.0000,0,0,4000,0,42.7745,-112.8482,42.7745,-112.8482,0,0,0,0,0,77,0,0,0,EG,2025-12-17,11:05:00
2512171055-01,2025,12,17,2025-12-17,10:55:00,3,ID,16,0,65.0000,0,0,15000,0,42.8414,-112.7463,42.8414,-112.7463,0,0,0,0,0,77,0,0,0,EG,2025-12-17,11:10:00
2512171059-01,2025,12,17,2025-12-17,10:59:00,3,ID,16,0,61.0000,0,0,0,0,42.4436,-113.8675,42.4436,-113.8675,0,0,0,0,0,31,0,0,0,MG,2025-12-17,11:15:00
2512171100-01,2025,12,17,2025-12-17,11:00:00,3,ID,16,0,66.0000,0,0,0,0,42.4500,-112.6288,42.4500,-112.6288,0,0,0,0,0,77,0,0,0,MG,2025-12-17,11:15:00
2512171101-01,2025,12,17,2025-12-17,11:01:00,3,ID,16,0,53.0000,0,0,0,0,42.9200,-112.6000,42.9200,-112.6000,0,0,0,0,0,77,0,0,0,MG,2025-12-17,11:15:00
2512171104-01,2025,12,17,2025-12-17,11:04:00,3,ID,16,0,50.0000,0,0,0,0,42.4034,-113.5157,42.4034,-113.5157,0,0,0,0,0,31,0,0,0,MG,2025-12-17,11:20:00
2512171106-01,2025,12,17,2025-12-17,11:06:00,3,ID,16,0,56.0000,0,0,1000,0,42.8700,-112.4300,42.8700,-112.4300,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:20:00
2512171110-01,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,61.0000,0,0,13000,0,42.8700,-112.4300,42.8700,-112.4300,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:20:00
2512171110-02,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,61.0000,0,0,3000,0,42.8700,-112.4300,42.8700,-112.4300,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:20:00
2512171110-03,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,61.0000,0,0,1000,0,42.8866,-112.3753,42.8866,-112.3753,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:20:00
2512171110-04,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,56.0000,0,0,1000,0,42.8755,-112.4118,42.8755,-112.4118,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:20:00
2512171110-05,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,51.0000,0,0,0,0,42.8700,-112.4498,42.8700,-112.4498,0,0,0,0,0,5,0,0,0,MG,2025-12-17,11:20:00
2512171110-06,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,61.0000,0,0,1000,0,42.8700,-112.4300,42.8700,-112.4300,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:20:00
2512171110-07,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,56.0000,0,0,0,0,42.3526,-114.5762,42.3526,-114.5762,0,0,0,0,0,83,0,0,0,EG,2025-12-17,11:10:00
2512171110-08,2025,12,17,2025-12-17,11:10:00,3,ID,16,0,72.0000,0,0,0,0,42.8534,-112.4847,42.8534,-112.4847,0,0,0,0,0,5,0,0,0,MG,2025-12-17,11:20:00
2512171112-01,2025,12,17,2025-12-17,11:12:00,3,ID,16,0,65.0000,0,0,2000,0,42.9200,-112.4500,42.9200,-112.4500,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:25:00
2512171113-01,2025,12,17,2025-12-17,11:13:00,3,ID,16,0,53.0000,0,0,0,0,42.8977,-112.3388,42.8977,-112.3388,0,0,0,0,0,5,0,0,0,MG,2025-12-17,11:25:00
2512171113-02,2025,12,17,2025-12-17,11:13:00,3,ID,16,0,65.0000,0,0,40000,0,42.8893,-112.4081,42.8893,-112.4081,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:25:00
2512171115-01,2025,12,17,2025-12-17,11:15:00,3,ID,16,0,56.0000,0,0,0,0,42.8905,-112.4021,42.8905,-112.4021,0,0,0,0,0,5,0,0,0,EG,2025-12-17,11:30:00
2512171200-01,2025,12,17,2025-12-17,12:00:00,3,ID,16,0,50.0000,0,0,0,0,42.1800,-111.5367,42.1800,-111.5367,0,0,0,0,0,7,0,0,0,MG,2025-12-17,12:10:00
2512171215-01,2025,12,17,2025-12-17,12:15:00,3,ID,16,0,54.0000,0,0,0,0,42.1524,-112.9800,42.1524,-112.9800,0,0,0,0,0,71,0,0,0,MG,2025-12-17,12:30:00
2512171240-01,2025,12,17,2025-12-17,12:40:00,3,ID,16,0,57.0000,0,0,0,0,42.3200,-111.2217,42.3200,-111.2217,0,0,0,0,0,7,0,0,0,MG,2025-12-17,13:00:00
2512171245-01,2025,12,17,2025-12-17,12:45:00,3,ID,16,0,65.0000,0,0,0,0,42.1891,-111.2053,42.1891,-111.2053,0,0,0,0,0,7,0,0,0,MG,2025-12-17,13:00:00
2512171300-01,2025,12,17,2025-12-17,13:00:00,3,ID,16,0,51.0000,0,0,0,0,42.1300,-111.0519,42.1300,-111.0519,0,0,0,0,0,7,0,0,0,MG,2025-12-17,13:10:00
2512171300-02,2025,12,17,2025-12-17,13:00:00,3,ID,16,0,56.0000,0,0,0,0,42.2300,-111.1109,42.2300,-111.1109,0,0,0,0,0,7,0,0,0,MG,2025-12-17,13:15:00
2512181020-01,2025,12,18,2025-12-18,10:20:00,3,IL,17,0,52.0000,0,0,0,0,40.1500,-90.5200,40.1500,-90.5200,0,0,0,0,0,169,0,0,0,EG,2025-12-18,10:25:00
2512181035-01,2025,12,18,2025-12-18,10:35:00,3,IL,17,0,52.0000,0,0,0,0,40.6300,-90.2000,40.6300,-90.2000,0,0,0,0,0,57,0,0,0,EG,2025-12-18,10:40:00
2512181100-01,2025,12,18,2025-12-18,11:00:00,3,IL,17,0,50.0000,0,0,0,0,39.3100,-90.4100,39.3100,-90.4100,0,0,0,0,0,61,0,0,0,EG,2025-12-18,11:00:00
2512181111-01,2025,12,18,2025-12-18,11:11:00,3,IL,17,0,52.0000,0,0,0,0,40.3800,-89.7200,40.3800,-89.7200,0,0,0,0,0,125,0,0,0,EG,2025-12-18,11:16:00
2512181515-01,2025,12,18,2025-12-18,15:15:00,3,AR,05,0,50.0000,0,0,0,0,35.9300,-89.8300,35.9300,-89.8300,0,0,0,0,0,93,0,0,0,MG,2025-12-18,15:16:00
2512181548-01,2025,12,18,2025-12-18,15:48:00,3,KY,21,0,61.0000,0,0,3000,0,36.6506,-89.0264,36.6506,-89.0264,0,0,0,0,0,105,0,0,0,EG,2025-12-18,15:48:00
